csp,rule_id,rule_type,intent,frameworks,compliance_ids,framework_applicable,framework_detail,control_text_excerpt,catalog_candidates,auto_category
gcp,gcp.gke.cluster.namespace_default_configured,config,Check that no GKE cluster uses the default namespace.,CIS_GCP,CIS_GCP/4.6.4,APPLIES,CIS_GCP → gcp,"[CIS-gcp 4.6.4] The default namespace should not be used — Kubernetes provides a default namespace, where objects are placed if no namespace is specified for them. Placing objects in this namespace makes application of RBAC and other controls more difficult.",gcp.gke.cluster.cluster_default_service_account_automount_disabled (shared:default),GENUINELY_NEW
gcp,gcp.gke.node_pool.event_record_qps_configured,config,Check that GKE node pool's eventRecordQPS argument is set to 0 or an appropriate level for event capture.,CIS_GCP,CIS_GCP/3.2.7,APPLIES,CIS_GCP → gcp,[CIS-gcp 3.2.7] Ensure Reverse Path Filtering is enabled — Setting net.ipv4.conf.all.rp_filter and net.ipv4.conf.default.rp_filter to 1 forces the Linux kernel to utilize reverse path filtering on a received packet to determine if the packet was valid. Essent,,GENUINELY_NEW
gcp,gcp.gke.node_pool.kubelet_config_ownership_enforced,config,Check that the kubelet configuration file ownership is set to root:root for GKE nodes.,CIS_GCP,CIS_GCP/3.1.4,APPLIES,CIS_GCP → gcp,"[CIS-gcp 3.1.4] Ensure that the kubelet configuration file ownership is set to root:root — Ensure that if the kubelet configuration file exists, it is owned by root:root.",,GENUINELY_NEW
gcp,gcp.gke.node_pool.kubelet_config_permissions_restricted,config,Check that the kubelet configuration file on GKE nodes has permissions set to 644.,CIS_GCP,CIS_GCP/3.1.3,APPLIES,CIS_GCP → gcp,"[CIS-gcp 3.1.3] Ensure that the kubelet configuration file has permissions set to 644 — Ensure that if the kubelet configuration file exists, it has permissions of 644.",,GENUINELY_NEW
gcp,gcp.gke.node_pool.kubelet_kubeconfig_ownership_enforced,config,Check that the kubelet kubeconfig file ownership is set to root:root for GKE node pools.; (refined),CIS;CIS_GCP,CIS/3.1.2;CIS_GCP/3.1.2,APPLIES,CIS_GCP → gcp,"[CIS-gcp 3.1.2] Ensure that the proxy kubeconfig file ownership is set to root:root — If kube-proxy is running, ensure that the file ownership of its kubeconfig file is set to root:root.",,GENUINELY_NEW
gcp,gcp.gke.node_pool.rotate_kubelet_server_certificate_configured,config,Check that GKE node pools have RotateKubeletServerCertificate enabled for secure certificate rotation.; (refined),CIS;CIS_GCP,CIS/3.2.9;CIS_GCP/3.2.9,APPLIES,CIS_GCP → gcp,[CIS-gcp 3.2.9] Ensure IPv6 router advertisements are not accepted — This setting disables the system's ability to accept IPv6 router advertisements.,,GENUINELY_NEW
gcp,gcp.gke.node_pool.shielded_nodes_configured,config,Ensure GKE node pools have Shielded Nodes enabled for integrity.,CIS_GCP,CIS_GCP/3.2.6,APPLIES,CIS_GCP → gcp,"[CIS-gcp 3.2.6] Ensure bogus ICMP responses are ignored — Setting icmp_ignore_bogus_error_responses to 1 prevents the kernel from logging bogus responses (RFC-1122 non-compliant) from broadcast reframes, keeping file systems from filling up with useless log ",gcp.gke.node_pool.node_pool_shielded_secure_boot_enabled (shared:shielded); gcp.gke.node_pool.node_pool_nodes_no_public_ip (shared:nodes),GENUINELY_NEW
gcp,gcp.cloudfunctions.function.not_publicly_accessible_enforced,config,Boundary Protection,CANADA_PBMM;FedRAMP_Moderate;NIST_800_53,canada_pbmm_moderate_CCCS_AC_17;canada_pbmm_moderate_CCCS_SC_7;fedramp_moderate_AC_17;fedramp_moderate_AC_17_1;fedramp_moderate_AC_17_2;...(+29 more),APPLIES,FedRAMP_Moderate is cross-CSP,,,GENUINELY_NEW
gcp,gcp.gcr.container.scanning_enabled,config,CC3.1 COSO Principle 6: The entity specifies objectives with sufficient clarity ,SOC2,soc2_cc_3_1;soc2_cc_3_2,APPLIES,SOC2 is cross-CSP,,,GENUINELY_NEW
gcp,gcp.storage.bucket.replication_enabled,config,Disaster Recovery,RBI_BANK;RBI_NBFC,rbi_bank_6.2;rbi_nbfc_5.3,APPLIES,RBI_NBFC is cross-CSP,,,GENUINELY_NEW
gcp,gcp.gke.binary.authorization_policy_compliance_enabled,config,Ensure only trusted container images are used,CIS_GCP,cis_gcp_5.1.4,APPLIES,CIS_GCP → gcp,,gcp.gke.rbac.rbac_authorization_mode_rbac_enabled (shared:authorization); gcp.gke.control_plane_scheduler.scheduler_authorization_kubeconfig_configured (shared:authorization); gcp.gke.control_plane_apiserver.apiserver_authorization_mode_rbac (shared:authorization),GENUINELY_NEW
gcp,gcp.gke.cluster.alpha_features_disabled_for_production_configured,config,Ensure that Alpha clusters are not used for production  workloads,CIS_GCP,cis_gcp_5.10.2,APPLIES,CIS_GCP → gcp,,,GENUINELY_NEW
gcp,gcp.gke.cluster.autoscaling_enabled,config,A1.1 Capacity Management: The entity conducts capacity planning to ensure adequa,SOC2,soc2_a1_1,APPLIES,SOC2 is cross-CSP,,,GENUINELY_NEW
gcp,gcp.gke.cluster.kubernetes_dashboard_disabled,config,Ensure Kubernetes Web UI is Disabled,CIS_GCP,cis_gcp_5.10.1,APPLIES,CIS_GCP → gcp,,,GENUINELY_NEW
gcp,gcp.gke.ingress.google_managed_ssl_certificates_compliance_enabled,config,Ensure use of Google-managed SSL Certificates,CIS_GCP,cis_gcp_5.4.5,APPLIES,CIS_GCP → gcp,,,GENUINELY_NEW
gcp,gcp.gke.node.pool_auto_repair_status_check,config,Ensure Node Auto-Repair is Enabled for GKE Nodes,CIS_GCP,cis_gcp_5.5.2,APPLIES,CIS_GCP → gcp,,gcp.gke.node_pool.node_pool_workload_identity_enabled (shared:pool); gcp.gke.node_pool.node_pool_shielded_secure_boot_enabled (shared:pool); gcp.gke.node_pool.node_pool_nodes_no_public_ip (shared:pool); gcp.gke.node_pool.node_pool_disk_encryption_enabled (shared:pool),GENUINELY_NEW
gcp,gcp.gke.node.pool_auto_upgrade_status_check,config,Ensure Node Auto-Upgrade is Enabled for GKE Nodes,CIS_GCP,cis_gcp_5.5.3,APPLIES,CIS_GCP → gcp,,gcp.gke.node_pool.node_pool_workload_identity_enabled (shared:pool); gcp.gke.node_pool.node_pool_shielded_secure_boot_enabled (shared:pool); gcp.gke.node_pool.node_pool_nodes_no_public_ip (shared:pool); gcp.gke.node_pool.node_pool_disk_encryption_enabled (shared:pool),GENUINELY_NEW
gcp,gcp.gke.node.pool_gke_sandbox_enabled,config,Consider GKE Sandbox for running untrusted workloads,CIS_GCP,cis_gcp_5.10.3,APPLIES,CIS_GCP → gcp,,gcp.gke.node_pool.node_pool_workload_identity_enabled (shared:pool); gcp.gke.node_pool.node_pool_shielded_secure_boot_enabled (shared:pool); gcp.gke.node_pool.node_pool_nodes_no_public_ip (shared:pool); gcp.gke.node_pool.node_pool_disk_encryption_enabled (shared:pool),GENUINELY_NEW
gcp,gcp.iam.account.access_approval_enabled,config,Access Control,ISO27001_2022;SOC2,iso27001_2022_A.5.15;iso27001_2022_A.8.2;iso27001_2022_A.8.3;soc2_cc_1_3;soc2_cc_6_3,APPLIES,ISO27001_2022 is cross-CSP,,gcp.iam.credentials.generate_access_token (shared:access),GENUINELY_NEW
gcp,gcp.iam.account.password_policy_minimum_length_configured,config,Check Google Cloud IAM password policy enforces a minimum password length.; Ensure project-level password policy enforces a minimum password length.; ,CANADA_PBMM,CANADA_PBMM/AC-2(2);CANADA_PBMM/AC-2(3),APPLIES,CANADA_PBMM is cross-CSP,,gcp.iam.policy.rbac_policy_resource_constraints_present (shared:policy); gcp.iam.policy.rbac_policy_no_policy_allows_without_constraints (shared:policy); gcp.iam.policy.rbac_policy_no_action_star_on_resource_star (shared:policy); gcp.iam.policy.rbac_policy_conditions_used_where_applicable (shared:policy); gcp.iam.audit.organization_policy_modified (shared:policy),GENUINELY_NEW
gcp,gcp.iam.audit.logs_enabled,ciem,"A1.2 The entity authorizes, designs, develops or acquires, implements, operates,",ISO27001_2022;SOC2,iso27001_2022_A.8.16;soc2_cc_7_2;soc2_cc_7_3;soc2_cc_a_1_1,APPLIES,ISO27001_2022 is cross-CSP,,,GENUINELY_NEW
gcp,gcp.iam.audit.require_mfa_for_cloud_console,ciem,PARTIAL: gcp.iam.audit.require_mfa_for_cloud_console ||| verifies MFA policy exists for console but cannot verify session termination for external mai,NIST_800_171,NIST_800_171/3.7.5,APPLIES,NIST_800_171 is cross-CSP,,,GENUINELY_NEW
gcp,gcp.iam.audit_config.kubernetes_configured,config,(refined),CIS,CIS/2.2.1,MISMATCH,"CIS control CIS/2.2.1 found in ['aws', 'azure', 'k8s', 'oracle'] but not gcp",,,FRAMEWORK_MISMATCH
gcp,gcp.iam.group.has_users_check,config,Grant access based on need-to-know and least privilege,CISA_CE,cisa_ce_v1_Your_Surroundings_2,APPLIES,CISA_CE is cross-CSP,,,GENUINELY_NEW
gcp,gcp.iam.group.restrict_user_access_features_configured,config,(refined),CIS,CIS/5.18,AMBIGUOUS,"generic CIS, control CIS/5.18 not found in any CIS benchmark",,,GENUINELY_NEW
gcp,gcp.iam.namespace.default_not_used_restricted,config,(refined),CIS,CIS/5.6.4,APPLIES,CIS control CIS/5.6.4 found in CIS-gcp,[CIS-gcp 5.6.4] Ensure clusters are created with Private Endpoint Enabled and Public Access Disa — Disable access to the Kubernetes API from outside the node network if it is not required.,gcp.iam.service_account.service_account_workload_identity_federation_used_where_supported (shared:used); gcp.iam.service_account.service_account_keys_not_used_or_rotated_90_days_or_less (shared:used); gcp.iam.policy.rbac_policy_conditions_used_where_applicable (shared:used),GENUINELY_NEW
gcp,gcp.iam.no.guest_accounts_with_permissions_restricted,config,Guest Account Management,RBI_BANK,rbi_bank_9.3,APPLIES,RBI_BANK is cross-CSP,,,GENUINELY_NEW
gcp,gcp.iam.notification.group_mapping_configured,config,(refined),CIS,CIS/4.4,APPLIES,CIS control CIS/4.4 found in CIS-gcp,[CIS-gcp 4.4] Ensure Oslogin Is Enabled for a Project — Enabling OS login binds SSH certificates to IAM users and facilitates effective SSH certificate management.,gcp.iam.group.rbac_group_no_inline_policies (shared:group); gcp.iam.group.rbac_group_external_sharing_restricted_where_supported (shared:group); gcp.iam.group.rbac_group_attached_policies_not_admin_star (shared:group),GENUINELY_NEW
gcp,gcp.iam.organization.essential_contacts_configured,config,"CC1.3 COSO Principle 3: Management establishes, with board oversight, structures",ISO27001_2022;SOC2,iso27001_2022_A.5.5;iso27001_2022_A.5.6;soc2_cc_1_3,APPLIES,ISO27001_2022 is cross-CSP,,,GENUINELY_NEW
gcp,gcp.iam.organization_policy.disable_password_reuse_configured,config,Ensure organization policy constrains password reuse,CANADA_PBMM,CANADA_PBMM/AC-2(4),APPLIES,CANADA_PBMM is cross-CSP,,gcp.iam.activity.disable_service_account (shared:disable),GENUINELY_NEW
gcp,gcp.iam.password_policy.hide_feedback_configured,config,Check IAM password policy does not expose credential hints.,NIST_800_171,NIST_800_171/3.5.11,APPLIES,NIST_800_171 is cross-CSP,,,GENUINELY_NEW
gcp,gcp.iam.password_policy.lockout_threshold_configured,config,Check Google Cloud IAM password policy sets a low failed attempts threshold.; (refined),NIST_800_171,NIST_800_171/3.1.8,APPLIES,NIST_800_171 is cross-CSP,,,GENUINELY_NEW
gcp,gcp.iam.policy.binding_audit_log_admin_configured,config,Check IAM policy bindings for roles with audit logging permissions are restricted.; (refined),NIST_800_171,NIST_800_171/3.3.9,APPLIES,NIST_800_171 is cross-CSP,,,GENUINELY_NEW
gcp,gcp.iam.policy.binding_condition_configured,config,"Check IAM policy bindings for nonlocal maintenance require conditional access (e.g., MFA, VPC SC).",CANADA_PBMM,CANADA_PBMM/MA-4(1),APPLIES,CANADA_PBMM is cross-CSP,,,GENUINELY_NEW
gcp,gcp.iam.policy.condition_ip_configured,config,Check IAM policy bindings for maintenance actions to ensure they require a source IP from an approved network.; (refined),CANADA_PBMM,CANADA_PBMM/MA-4(6),APPLIES,CANADA_PBMM is cross-CSP,,,GENUINELY_NEW
gcp,gcp.iam.policy.deny_maintenance_tools_restricted,config,Check IAM policy bindings for denies on maintenance-related permissions.; Check IAM policy bindings for denies on compute/disk maintenance permissions,CANADA_PBMM,CANADA_PBMM/MA-3(1);CANADA_PBMM/MA-3(2),APPLIES,CANADA_PBMM is cross-CSP,,,GENUINELY_NEW
gcp,gcp.iam.policy.temporary_token_expiry_configured,config,(refined),CIS,CIS/11.2;CIS/17.1.4,MISMATCH,"CIS control CIS/11.2 found in ['aws', 'azure'] but not gcp",,,FRAMEWORK_MISMATCH
gcp,gcp.iam.policy_binding.external_principals_configured,config,Check IAM policy bindings for unauthorized external principals.,CANADA_PBMM,CANADA_PBMM/SA-9(4),APPLIES,CANADA_PBMM is cross-CSP,,gcp.iam.role.role_trust_requires_external_id_or_audience_condition_where_supported (shared:external); gcp.iam.role.role_trust_principals_allowlist_only (shared:principals); gcp.iam.group.rbac_group_external_sharing_restricted_where_supported (shared:external),GENUINELY_NEW
gcp,gcp.iam.project.allow_service_account_keys_restricted,config,Check that user-managed service account keys are disabled for account management.,CANADA_PBMM,CANADA_PBMM/AC-2(9),APPLIES,CANADA_PBMM is cross-CSP,,"gcp.iam.service_account.service_account_no_user_managed_long_lived_keys (shared:account,keys,service); gcp.iam.service_account.service_account_keys_not_used_or_rotated_90_days_or_less (shared:account,keys,service); gcp.iam.service_account.service_account_workload_identity_federation_used_where_supported (shared:account,service); gcp.iam.service_account.service_account_scopes_or_roles_least_privilege (shared:account,service); gcp.iam.audit.service_account_key_delete (shared:account,service)",LIKELY_DUP
gcp,gcp.iam.project.password_policy_minimum_length_configured,config,Ensure project-level password policy requires a minimum length for user passwords.; Ensure project-level password policy enforces a minimum password l,CANADA_PBMM,CANADA_PBMM/AC-2(10);CANADA_PBMM/IA-2(3),APPLIES,CANADA_PBMM is cross-CSP,,gcp.iam.policy.rbac_policy_resource_constraints_present (shared:policy); gcp.iam.policy.rbac_policy_no_policy_allows_without_constraints (shared:policy); gcp.iam.policy.rbac_policy_no_action_star_on_resource_star (shared:policy); gcp.iam.policy.rbac_policy_conditions_used_where_applicable (shared:policy); gcp.iam.audit.organization_policy_modified (shared:policy),GENUINELY_NEW
gcp,gcp.iam.role.custom_role_change_control_configured,config,Check that custom IAM roles are not changed without approval.; (refined),CANADA_PBMM,CANADA_PBMM/CM-3(4),APPLIES,CANADA_PBMM is cross-CSP,,gcp.iam.role.role_trust_requires_external_id_or_audience_condition_where_supported (shared:role); gcp.iam.role.role_trust_principals_allowlist_only (shared:role); gcp.iam.role.role_no_inline_policies (shared:role); gcp.iam.role.role_max_session_duration_reasonable (shared:role); gcp.iam.role.role_attached_policies_not_admin_star (shared:role),GENUINELY_NEW
gcp,gcp.iam.role.custom_role_permissions_restricted,config,(refined); Check custom IAM roles have defined maximum permissions permissions boundaries.,CANADA_PBMM,CANADA_PBMM/SC-6,APPLIES,CANADA_PBMM is cross-CSP,,gcp.iam.role.role_trust_requires_external_id_or_audience_condition_where_supported (shared:role); gcp.iam.role.role_trust_principals_allowlist_only (shared:role); gcp.iam.role.role_no_inline_policies (shared:role); gcp.iam.role.role_max_session_duration_reasonable (shared:role); gcp.iam.role.role_attached_policies_not_admin_star (shared:role),GENUINELY_NEW
gcp,gcp.iam.role.permission_configured,config,Check IAM custom roles for unauthorized maintenance tool actions; (refined),CANADA_PBMM,CANADA_PBMM/MA-3(3),APPLIES,CANADA_PBMM is cross-CSP,,,GENUINELY_NEW
gcp,gcp.iam.role.wildcard_action_configured,config,Check IAM custom roles for wildcard permissions in actions.,CIS_GCP,CIS_GCP/4.1.3,APPLIES,CIS_GCP → gcp,"[CIS-gcp 4.1.3] Ensure permissions on all logfiles are configured — Log files stored in /var/log/ contain logged information from many services on the system, or on log hosts others as well.",,GENUINELY_NEW
gcp,gcp.iam.role_binding.system_authenticated_non_default_configured,config,Check IAM role bindings to system:authenticated group for non-default roles.,CIS_GCP,CIS_GCP/4.1.10,APPLIES,CIS_GCP → gcp,"[CIS-gcp 4.1.10] Avoid non-default bindings to system:authenticated — Avoid non-default ClusterRoleBindings and RoleBindings with the group system:authenticated, except the ClusterRoleBindings system:basic-user, system:discovery, and system:public-info-viewer. Google's ",,GENUINELY_NEW
gcp,gcp.iam.service.account_sod_check,config,Ensure That Separation of Duties Is Enforced While Assigning  Service Account Re,CIS_GCP,cis_gcp_1.8,APPLIES,CIS_GCP → gcp,,gcp.iam.service_account.service_account_workload_identity_federation_used_where_supported (shared:account); gcp.iam.service_account.service_account_scopes_or_roles_least_privilege (shared:account); gcp.iam.service_account.service_account_no_user_managed_long_lived_keys (shared:account); gcp.iam.service_account.service_account_keys_not_used_or_rotated_90_days_or_less (shared:account); gcp.iam.audit.service_account_key_delete (shared:account),GENUINELY_NEW
gcp,gcp.iam.service_account.account_management_enabled,config,Ensure account management controls are enabled for IAM service accounts and users; (refined),CANADA_PBMM,CANADA_PBMM/AC-2(1),APPLIES,CANADA_PBMM is cross-CSP,,gcp.iam.service_account.service_account_workload_identity_federation_used_where_supported (shared:account); gcp.iam.service_account.service_account_scopes_or_roles_least_privilege (shared:account); gcp.iam.service_account.service_account_no_user_managed_long_lived_keys (shared:account); gcp.iam.service_account.service_account_keys_not_used_or_rotated_90_days_or_less (shared:account),GENUINELY_NEW
gcp,gcp.iam.service_account.email_configured,config,Check that all IAM service accounts are identified with a unique email.; (refined),NIST_800_171,NIST_800_171/3.5.1,APPLIES,NIST_800_171 is cross-CSP,,,GENUINELY_NEW
gcp,gcp.iam.user.mfa_enabled,config,Check that all user accounts have two-step verification enforced.; Check that all user accounts have MFA enabled for console access.; Ensure all users,CANADA_PBMM,CANADA_PBMM/IA-4(2);CANADA_PBMM/IA-4(3);CANADA_PBMM/IA-4(4),APPLIES,CANADA_PBMM is cross-CSP,,,GENUINELY_NEW
