rule_id,source_category,service,severity,check_type,title,description,threat_category,aws_mapped_compliance_ids,compliance_frameworks_list,source_file
aws.network.flow_log.dns_exfil,network,network,high,log,Network: DNS Exfil,DNS-based data exfiltration pattern detected — data encoded in DNS queries tunneled out.,data_exfiltration,cis_aws_v3_2.7;cis_aws_v3_3.7;cis_azure_v2_3.1;cis_azure_v2_5.2;nist_800_53_r5_SC-7;nist_800_53_r5_SC-28;nist_800_53_r5_AC-4;pci_dss_v4_3.2;pci_dss_v4_4.1;pci_dss_v4_10.2;iso_27001_2022_A.8.12;iso_27001_2022_A.8.20;iso_27001_2022_A.5.14,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,network/aws.network.flow_log.dns_exfil.yaml
aws.network.flow_log.high_bandwidth_egress,network,network,high,log,Network: High Bandwidth Egress,Unusually high outbound bandwidth — bulk data transfer to external destination.,data_exfiltration,cis_aws_v3_2.7;cis_aws_v3_3.7;cis_azure_v2_3.1;cis_azure_v2_5.2;nist_800_53_r5_SC-7;nist_800_53_r5_SC-28;nist_800_53_r5_AC-4;pci_dss_v4_3.2;pci_dss_v4_4.1;pci_dss_v4_10.2;iso_27001_2022_A.8.12;iso_27001_2022_A.8.20;iso_27001_2022_A.5.14,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,network/aws.network.flow_log.high_bandwidth_egress.yaml
aws.network.flow_log.high_port_scan,network,network,medium,log,Network: High Port Scan,Port scan activity detected — systematic probing of network ports.,discovery,,,network/aws.network.flow_log.high_port_scan.yaml
aws.network.flow_log.lateral_movement_internal,network,network,high,log,Network: Lateral Movement Internal,Internal lateral movement pattern detected — traffic between private subnets to new targets.,lateral_movement,cis_aws_v3_5.1;cis_aws_v3_5.2;cis_aws_v3_5.3;cis_azure_v2_6.1;cis_azure_v2_6.2;nist_800_53_r5_SC-7;nist_800_53_r5_AC-4;nist_800_53_r5_SI-3;pci_dss_v4_1.2;pci_dss_v4_1.3;pci_dss_v4_7.2;iso_27001_2022_A.8.20;iso_27001_2022_A.8.22;iso_27001_2022_A.5.14,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,network/aws.network.flow_log.lateral_movement_internal.yaml
aws.network.flow_log.port_scan_detected,network,network,medium,log,Network: Port Scan Detected,Port scan detected in network traffic — systematic probing of multiple ports or hosts.,discovery,,,network/aws.network.flow_log.port_scan_detected.yaml
aws.network.flow_log.tunnel_port,network,network,high,log,Network: Tunnel Port,Traffic on tunnel protocol port — possible C2 via protocol tunneling.,execution,cis_aws_v3_3.1;cis_aws_v3_5.1;cis_azure_v2_5.1;cis_azure_v2_6.1;nist_800_53_r5_CM-7;nist_800_53_r5_SI-3;nist_800_53_r5_AU-12;pci_dss_v4_6.3;pci_dss_v4_10.2;iso_27001_2022_A.8.19;iso_27001_2022_A.8.8,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,network/aws.network.flow_log.tunnel_port.yaml
aws.paas.cloudtrail.apigateway_create_api_key,paas,paas,medium,log,PaaS: Apigateway Create API Key,API Gateway API key created — programmatic access credential established.,credential_access,cis_aws_v3_1.14;cis_aws_v3_1.19;cis_aws_v3_2.1;cis_azure_v2_1.3;cis_azure_v2_1.4;cis_azure_v2_8.1;nist_800_53_r5_IA-5;nist_800_53_r5_IA-8;nist_800_53_r5_SC-28;pci_dss_v4_8.2;pci_dss_v4_8.3;pci_dss_v4_8.6;iso_27001_2022_A.8.5;iso_27001_2022_A.9.4;iso_27001_2022_A.9.2,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,paas/aws.paas.cloudtrail.apigateway_create_api_key.yaml
aws.paas.cloudtrail.apigateway_create_rest_api,paas,paas,medium,log,PaaS: Apigateway Create Rest API,API Gateway REST API created — new API endpoint provisioned.,execution,cis_aws_v3_3.1;cis_aws_v3_5.1;cis_azure_v2_5.1;cis_azure_v2_6.1;nist_800_53_r5_CM-7;nist_800_53_r5_SI-3;nist_800_53_r5_AU-12;pci_dss_v4_6.3;pci_dss_v4_10.2;iso_27001_2022_A.8.19;iso_27001_2022_A.8.8,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,paas/aws.paas.cloudtrail.apigateway_create_rest_api.yaml
aws.paas.cloudtrail.apigateway_create_stage,paas,paas,low,log,PaaS: Apigateway Create Stage,API Gateway stage created — API deployment environment configured.,execution,cis_aws_v3_3.1;cis_aws_v3_5.1;cis_azure_v2_5.1;cis_azure_v2_6.1;nist_800_53_r5_CM-7;nist_800_53_r5_SI-3;nist_800_53_r5_AU-12;pci_dss_v4_6.3;pci_dss_v4_10.2;iso_27001_2022_A.8.19;iso_27001_2022_A.8.8,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,paas/aws.paas.cloudtrail.apigateway_create_stage.yaml
aws.paas.cloudtrail.apigateway_delete_rest_api,paas,paas,medium,log,PaaS: Apigateway Delete Rest API,API Gateway REST API deleted — API endpoint destroyed.,data_destruction,cis_aws_v3_2.1;cis_aws_v3_2.6;cis_aws_v3_3.1;cis_azure_v2_3.1;cis_azure_v2_7.5;nist_800_53_r5_CP-9;nist_800_53_r5_CP-10;nist_800_53_r5_SI-12;pci_dss_v4_3.2;pci_dss_v4_3.3;pci_dss_v4_12.3;iso_27001_2022_A.8.13;iso_27001_2022_A.8.14;iso_27001_2022_A.5.33,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,paas/aws.paas.cloudtrail.apigateway_delete_rest_api.yaml
aws.paas.cloudtrail.apigateway_update_stage,paas,paas,medium,log,PaaS: Apigateway Update Stage,API Gateway stage updated — API configuration changed.,defense_evasion,cis_aws_v3_3.1;cis_aws_v3_3.2;cis_aws_v3_3.3;cis_aws_v3_3.4;cis_azure_v2_5.1;cis_azure_v2_5.2;cis_azure_v2_5.3;nist_800_53_r5_AU-2;nist_800_53_r5_AU-6;nist_800_53_r5_AU-12;nist_800_53_r5_SI-4;pci_dss_v4_10.1;pci_dss_v4_10.2;pci_dss_v4_10.3;iso_27001_2022_A.8.15;iso_27001_2022_A.8.16;iso_27001_2022_A.5.28,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,paas/aws.paas.cloudtrail.apigateway_update_stage.yaml
aws.paas.cloudtrail.cognito_admin_create_user,paas,paas,high,log,PaaS: Cognito Admin Create User,New IAM user created — attacker may be establishing persistent access.,identity_manipulation,cis_aws_v3_1.1;cis_aws_v3_1.16;cis_aws_v3_1.22;cis_azure_v2_1.1;cis_azure_v2_2.1;nist_800_53_r5_AC-2;nist_800_53_r5_AC-3;nist_800_53_r5_IA-2;pci_dss_v4_7.1;pci_dss_v4_8.2;iso_27001_2022_A.5.18;iso_27001_2022_A.8.2,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,paas/aws.paas.cloudtrail.cognito_admin_create_user.yaml
aws.paas.cloudtrail.cognito_admin_set_user_password,paas,paas,high,log,PaaS: Cognito Admin Set User Password,Cognito admin set user password — account credentials reset by admin.,identity_manipulation,cis_aws_v3_1.1;cis_aws_v3_1.16;cis_aws_v3_1.22;cis_azure_v2_1.1;cis_azure_v2_2.1;nist_800_53_r5_AC-2;nist_800_53_r5_AC-3;nist_800_53_r5_IA-2;pci_dss_v4_7.1;pci_dss_v4_8.2;iso_27001_2022_A.5.18;iso_27001_2022_A.8.2,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,paas/aws.paas.cloudtrail.cognito_admin_set_user_password.yaml
aws.paas.cloudtrail.cognito_create_identity_pool,paas,paas,medium,log,PaaS: Cognito Create Identity Pool,Cognito identity pool created — federated identity access to AWS resources configured.,persistence,cis_aws_v3_1.1;cis_aws_v3_1.4;cis_aws_v3_1.16;cis_azure_v2_1.1;cis_azure_v2_2.1;cis_azure_v2_2.9;nist_800_53_r5_AC-2;nist_800_53_r5_AC-6;nist_800_53_r5_IA-2;nist_800_53_r5_SC-7;pci_dss_v4_7.1;pci_dss_v4_8.2;pci_dss_v4_10.2;iso_27001_2022_A.8.2;iso_27001_2022_A.9.2;iso_27001_2022_A.5.18,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,paas/aws.paas.cloudtrail.cognito_create_identity_pool.yaml
aws.paas.cloudtrail.cognito_create_user_pool,paas,paas,medium,log,PaaS: Cognito Create User Pool,Cognito user pool created — managed user directory provisioned.,persistence,cis_aws_v3_1.1;cis_aws_v3_1.4;cis_aws_v3_1.16;cis_azure_v2_1.1;cis_azure_v2_2.1;cis_azure_v2_2.9;nist_800_53_r5_AC-2;nist_800_53_r5_AC-6;nist_800_53_r5_IA-2;nist_800_53_r5_SC-7;pci_dss_v4_7.1;pci_dss_v4_8.2;pci_dss_v4_10.2;iso_27001_2022_A.8.2;iso_27001_2022_A.9.2;iso_27001_2022_A.5.18,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,paas/aws.paas.cloudtrail.cognito_create_user_pool.yaml
aws.paas.cloudtrail.cognito_update_identity_pool,paas,paas,medium,log,PaaS: Cognito Update Identity Pool,Cognito identity pool updated — federated identity configuration changed.,persistence,cis_aws_v3_1.1;cis_aws_v3_1.4;cis_aws_v3_1.16;cis_azure_v2_1.1;cis_azure_v2_2.1;cis_azure_v2_2.9;nist_800_53_r5_AC-2;nist_800_53_r5_AC-6;nist_800_53_r5_IA-2;nist_800_53_r5_SC-7;pci_dss_v4_7.1;pci_dss_v4_8.2;pci_dss_v4_10.2;iso_27001_2022_A.8.2;iso_27001_2022_A.9.2;iso_27001_2022_A.5.18,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,paas/aws.paas.cloudtrail.cognito_update_identity_pool.yaml
aws.paas.cloudtrail.cognito_update_user_pool,paas,paas,medium,log,PaaS: Cognito Update User Pool,Cognito user pool updated — authentication configuration changed.,defense_evasion,cis_aws_v3_3.1;cis_aws_v3_3.2;cis_aws_v3_3.3;cis_aws_v3_3.4;cis_azure_v2_5.1;cis_azure_v2_5.2;cis_azure_v2_5.3;nist_800_53_r5_AU-2;nist_800_53_r5_AU-6;nist_800_53_r5_AU-12;nist_800_53_r5_SI-4;pci_dss_v4_10.1;pci_dss_v4_10.2;pci_dss_v4_10.3;iso_27001_2022_A.8.15;iso_27001_2022_A.8.16;iso_27001_2022_A.5.28,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,paas/aws.paas.cloudtrail.cognito_update_user_pool.yaml
aws.paas.cloudtrail.eventbridge_create_event_bus,paas,paas,medium,log,PaaS: Eventbridge Create Event Bus,EventBridge event bus created — new event routing endpoint established.,persistence,cis_aws_v3_1.1;cis_aws_v3_1.4;cis_aws_v3_1.16;cis_azure_v2_1.1;cis_azure_v2_2.1;cis_azure_v2_2.9;nist_800_53_r5_AC-2;nist_800_53_r5_AC-6;nist_800_53_r5_IA-2;nist_800_53_r5_SC-7;pci_dss_v4_7.1;pci_dss_v4_8.2;pci_dss_v4_10.2;iso_27001_2022_A.8.2;iso_27001_2022_A.9.2;iso_27001_2022_A.5.18,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,paas/aws.paas.cloudtrail.eventbridge_create_event_bus.yaml
aws.paas.cloudtrail.eventbridge_delete_rule,paas,paas,medium,log,PaaS: Eventbridge Delete Rule,EventBridge rule deleted — automated event response removed.,defense_evasion,cis_aws_v3_3.1;cis_aws_v3_3.2;cis_aws_v3_3.3;cis_aws_v3_3.4;cis_azure_v2_5.1;cis_azure_v2_5.2;cis_azure_v2_5.3;nist_800_53_r5_AU-2;nist_800_53_r5_AU-6;nist_800_53_r5_AU-12;nist_800_53_r5_SI-4;pci_dss_v4_10.1;pci_dss_v4_10.2;pci_dss_v4_10.3;iso_27001_2022_A.8.15;iso_27001_2022_A.8.16;iso_27001_2022_A.5.28,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,paas/aws.paas.cloudtrail.eventbridge_delete_rule.yaml
aws.paas.cloudtrail.eventbridge_put_permission,paas,paas,high,log,PaaS: Eventbridge Put Permission,EventBridge cross-account permission added — external account can put events to bus.,privilege_escalation,cis_aws_v3_1.1;cis_aws_v3_1.16;cis_aws_v3_1.17;cis_azure_v2_1.1;cis_azure_v2_2.1;cis_azure_v2_3.1;nist_800_53_r5_AC-2;nist_800_53_r5_AC-3;nist_800_53_r5_AC-6;nist_800_53_r5_IA-2;pci_dss_v4_7.1;pci_dss_v4_7.2;pci_dss_v4_8.2;iso_27001_2022_A.5.18;iso_27001_2022_A.8.2;iso_27001_2022_A.8.3,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,paas/aws.paas.cloudtrail.eventbridge_put_permission.yaml
aws.paas.cloudtrail.eventbridge_put_rule,paas,paas,medium,log,PaaS: Eventbridge Put Rule,EventBridge rule created or updated — automated event trigger configured.,persistence,cis_aws_v3_1.1;cis_aws_v3_1.4;cis_aws_v3_1.16;cis_azure_v2_1.1;cis_azure_v2_2.1;cis_azure_v2_2.9;nist_800_53_r5_AC-2;nist_800_53_r5_AC-6;nist_800_53_r5_IA-2;nist_800_53_r5_SC-7;pci_dss_v4_7.1;pci_dss_v4_8.2;pci_dss_v4_10.2;iso_27001_2022_A.8.2;iso_27001_2022_A.9.2;iso_27001_2022_A.5.18,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,paas/aws.paas.cloudtrail.eventbridge_put_rule.yaml
aws.paas.cloudtrail.eventbridge_put_targets,paas,paas,medium,log,PaaS: Eventbridge Put Targets,EventBridge rule targets updated — event response actions modified.,persistence,cis_aws_v3_1.1;cis_aws_v3_1.4;cis_aws_v3_1.16;cis_azure_v2_1.1;cis_azure_v2_2.1;cis_azure_v2_2.9;nist_800_53_r5_AC-2;nist_800_53_r5_AC-6;nist_800_53_r5_IA-2;nist_800_53_r5_SC-7;pci_dss_v4_7.1;pci_dss_v4_8.2;pci_dss_v4_10.2;iso_27001_2022_A.8.2;iso_27001_2022_A.9.2;iso_27001_2022_A.5.18,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,paas/aws.paas.cloudtrail.eventbridge_put_targets.yaml
aws.paas.cloudtrail.ses_create_email_identity,paas,paas,medium,log,PaaS: Ses Create Email Identity,SES email identity created — email sending capability provisioned; potential phishing base.,persistence,cis_aws_v3_1.1;cis_aws_v3_1.4;cis_aws_v3_1.16;cis_azure_v2_1.1;cis_azure_v2_2.1;cis_azure_v2_2.9;nist_800_53_r5_AC-2;nist_800_53_r5_AC-6;nist_800_53_r5_IA-2;nist_800_53_r5_SC-7;pci_dss_v4_7.1;pci_dss_v4_8.2;pci_dss_v4_10.2;iso_27001_2022_A.8.2;iso_27001_2022_A.9.2;iso_27001_2022_A.5.18,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,paas/aws.paas.cloudtrail.ses_create_email_identity.yaml
aws.paas.cloudtrail.ses_send_email,paas,paas,medium,log,PaaS: Ses Send Email,Email sent via SES — may indicate phishing campaign or data exfiltration via email.,initial_access,cis_aws_v3_1.14;cis_aws_v3_2.1;cis_azure_v2_1.2;cis_azure_v2_2.1;nist_800_53_r5_AC-17;nist_800_53_r5_IA-2;nist_800_53_r5_SI-3;pci_dss_v4_8.3;pci_dss_v4_11.5;iso_27001_2022_A.8.5;iso_27001_2022_A.9.4,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,paas/aws.paas.cloudtrail.ses_send_email.yaml
aws.paas.cloudtrail.sfn_create_state_machine,paas,paas,medium,log,PaaS: Sfn Create State Machine,Step Functions state machine created — automated workflow orchestration provisioned.,execution,cis_aws_v3_3.1;cis_aws_v3_5.1;cis_azure_v2_5.1;cis_azure_v2_6.1;nist_800_53_r5_CM-7;nist_800_53_r5_SI-3;nist_800_53_r5_AU-12;pci_dss_v4_6.3;pci_dss_v4_10.2;iso_27001_2022_A.8.19;iso_27001_2022_A.8.8,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,paas/aws.paas.cloudtrail.sfn_create_state_machine.yaml
aws.paas.cloudtrail.sfn_start_execution,paas,paas,medium,log,PaaS: Sfn Start Execution,Step Functions execution started — automated workflow triggered.,execution,cis_aws_v3_3.1;cis_aws_v3_5.1;cis_azure_v2_5.1;cis_azure_v2_6.1;nist_800_53_r5_CM-7;nist_800_53_r5_SI-3;nist_800_53_r5_AU-12;pci_dss_v4_6.3;pci_dss_v4_10.2;iso_27001_2022_A.8.19;iso_27001_2022_A.8.8,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,paas/aws.paas.cloudtrail.sfn_start_execution.yaml
aws.paas.cloudtrail.sfn_update_state_machine,paas,paas,medium,log,PaaS: Sfn Update State Machine,Step Functions state machine updated — workflow logic or IAM role changed.,defense_evasion,cis_aws_v3_3.1;cis_aws_v3_3.2;cis_aws_v3_3.3;cis_aws_v3_3.4;cis_azure_v2_5.1;cis_azure_v2_5.2;cis_azure_v2_5.3;nist_800_53_r5_AU-2;nist_800_53_r5_AU-6;nist_800_53_r5_AU-12;nist_800_53_r5_SI-4;pci_dss_v4_10.1;pci_dss_v4_10.2;pci_dss_v4_10.3;iso_27001_2022_A.8.15;iso_27001_2022_A.8.16;iso_27001_2022_A.5.28,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,paas/aws.paas.cloudtrail.sfn_update_state_machine.yaml
aws.paas.cloudtrail.sns_create_topic,paas,paas,low,log,PaaS: SNS Create Topic,SNS topic created — messaging endpoint provisioned.,persistence,cis_aws_v3_1.1;cis_aws_v3_1.4;cis_aws_v3_1.16;cis_azure_v2_1.1;cis_azure_v2_2.1;cis_azure_v2_2.9;nist_800_53_r5_AC-2;nist_800_53_r5_AC-6;nist_800_53_r5_IA-2;nist_800_53_r5_SC-7;pci_dss_v4_7.1;pci_dss_v4_8.2;pci_dss_v4_10.2;iso_27001_2022_A.8.2;iso_27001_2022_A.9.2;iso_27001_2022_A.5.18,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,paas/aws.paas.cloudtrail.sns_create_topic.yaml
aws.paas.cloudtrail.sns_delete_topic,paas,paas,low,log,PaaS: SNS Delete Topic,SNS topic deleted.,data_destruction,cis_aws_v3_2.1;cis_aws_v3_2.6;cis_aws_v3_3.1;cis_azure_v2_3.1;cis_azure_v2_7.5;nist_800_53_r5_CP-9;nist_800_53_r5_CP-10;nist_800_53_r5_SI-12;pci_dss_v4_3.2;pci_dss_v4_3.3;pci_dss_v4_12.3;iso_27001_2022_A.8.13;iso_27001_2022_A.8.14;iso_27001_2022_A.5.33,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,paas/aws.paas.cloudtrail.sns_delete_topic.yaml
aws.paas.cloudtrail.sns_set_topic_attributes,paas,paas,medium,log,PaaS: SNS Set Topic Attributes,SNS topic attributes updated — messaging endpoint configuration changed.,defense_evasion,cis_aws_v3_3.1;cis_aws_v3_3.2;cis_aws_v3_3.3;cis_aws_v3_3.4;cis_azure_v2_5.1;cis_azure_v2_5.2;cis_azure_v2_5.3;nist_800_53_r5_AU-2;nist_800_53_r5_AU-6;nist_800_53_r5_AU-12;nist_800_53_r5_SI-4;pci_dss_v4_10.1;pci_dss_v4_10.2;pci_dss_v4_10.3;iso_27001_2022_A.8.15;iso_27001_2022_A.8.16;iso_27001_2022_A.5.28,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,paas/aws.paas.cloudtrail.sns_set_topic_attributes.yaml
aws.paas.cloudtrail.sns_subscribe,paas,paas,medium,log,PaaS: SNS Subscribe,SNS subscription created — endpoint will receive all topic notifications.,persistence,cis_aws_v3_1.1;cis_aws_v3_1.4;cis_aws_v3_1.16;cis_azure_v2_1.1;cis_azure_v2_2.1;cis_azure_v2_2.9;nist_800_53_r5_AC-2;nist_800_53_r5_AC-6;nist_800_53_r5_IA-2;nist_800_53_r5_SC-7;pci_dss_v4_7.1;pci_dss_v4_8.2;pci_dss_v4_10.2;iso_27001_2022_A.8.2;iso_27001_2022_A.9.2;iso_27001_2022_A.5.18,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,paas/aws.paas.cloudtrail.sns_subscribe.yaml
aws.paas.cloudtrail.sqs_create_queue,paas,paas,low,log,PaaS: SQS Create Queue,SQS queue created — message queue provisioned.,persistence,cis_aws_v3_1.1;cis_aws_v3_1.4;cis_aws_v3_1.16;cis_azure_v2_1.1;cis_azure_v2_2.1;cis_azure_v2_2.9;nist_800_53_r5_AC-2;nist_800_53_r5_AC-6;nist_800_53_r5_IA-2;nist_800_53_r5_SC-7;pci_dss_v4_7.1;pci_dss_v4_8.2;pci_dss_v4_10.2;iso_27001_2022_A.8.2;iso_27001_2022_A.9.2;iso_27001_2022_A.5.18,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,paas/aws.paas.cloudtrail.sqs_create_queue.yaml
aws.paas.cloudtrail.sqs_delete_queue,paas,paas,low,log,PaaS: SQS Delete Queue,SQS queue deleted — message queue destroyed.,data_destruction,cis_aws_v3_2.1;cis_aws_v3_2.6;cis_aws_v3_3.1;cis_azure_v2_3.1;cis_azure_v2_7.5;nist_800_53_r5_CP-9;nist_800_53_r5_CP-10;nist_800_53_r5_SI-12;pci_dss_v4_3.2;pci_dss_v4_3.3;pci_dss_v4_12.3;iso_27001_2022_A.8.13;iso_27001_2022_A.8.14;iso_27001_2022_A.5.33,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,paas/aws.paas.cloudtrail.sqs_delete_queue.yaml
aws.paas.cloudtrail.sqs_purge_queue,paas,paas,high,log,PaaS: SQS Purge Queue,SQS queue purged — all queued messages permanently deleted.,data_destruction,cis_aws_v3_2.1;cis_aws_v3_2.6;cis_aws_v3_3.1;cis_azure_v2_3.1;cis_azure_v2_7.5;nist_800_53_r5_CP-9;nist_800_53_r5_CP-10;nist_800_53_r5_SI-12;pci_dss_v4_3.2;pci_dss_v4_3.3;pci_dss_v4_12.3;iso_27001_2022_A.8.13;iso_27001_2022_A.8.14;iso_27001_2022_A.5.33,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,paas/aws.paas.cloudtrail.sqs_purge_queue.yaml
aws.paas.cloudtrail.sqs_set_queue_attributes,paas,paas,medium,log,PaaS: SQS Set Queue Attributes,SQS queue attributes updated — message queue configuration changed.,defense_evasion,cis_aws_v3_3.1;cis_aws_v3_3.2;cis_aws_v3_3.3;cis_aws_v3_3.4;cis_azure_v2_5.1;cis_azure_v2_5.2;cis_azure_v2_5.3;nist_800_53_r5_AU-2;nist_800_53_r5_AU-6;nist_800_53_r5_AU-12;nist_800_53_r5_SI-4;pci_dss_v4_10.1;pci_dss_v4_10.2;pci_dss_v4_10.3;iso_27001_2022_A.8.15;iso_27001_2022_A.8.16;iso_27001_2022_A.5.28,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,paas/aws.paas.cloudtrail.sqs_set_queue_attributes.yaml
aws.rds.audit_log.admin_user_activity,rds,rds,medium,log,RDS: Admin User Activity,RDS admin user activity detected — privileged database user action recorded.,discovery,,,rds/aws.rds.audit_log.admin_user_activity.yaml
aws.rds.audit_log.alter_table,rds,rds,medium,log,RDS: Alter Table,ALTER TABLE statement executed — database schema modified.,defense_evasion,cis_aws_v3_3.1;cis_aws_v3_3.2;cis_aws_v3_3.3;cis_aws_v3_3.4;cis_azure_v2_5.1;cis_azure_v2_5.2;cis_azure_v2_5.3;nist_800_53_r5_AU-2;nist_800_53_r5_AU-6;nist_800_53_r5_AU-12;nist_800_53_r5_SI-4;pci_dss_v4_10.1;pci_dss_v4_10.2;pci_dss_v4_10.3;iso_27001_2022_A.8.15;iso_27001_2022_A.8.16;iso_27001_2022_A.5.28,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,rds/aws.rds.audit_log.alter_table.yaml
aws.rds.audit_log.connection_closed,rds,rds,low,log,RDS: Connection Closed,RDS database connection closed — routine session termination.,discovery,,,rds/aws.rds.audit_log.connection_closed.yaml
aws.rds.audit_log.create_table,rds,rds,low,log,RDS: Create Table,CREATE TABLE executed — new database table created.,execution,cis_aws_v3_3.1;cis_aws_v3_5.1;cis_azure_v2_5.1;cis_azure_v2_6.1;nist_800_53_r5_CM-7;nist_800_53_r5_SI-3;nist_800_53_r5_AU-12;pci_dss_v4_6.3;pci_dss_v4_10.2;iso_27001_2022_A.8.19;iso_27001_2022_A.8.8,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,rds/aws.rds.audit_log.create_table.yaml
aws.rds.audit_log.create_user,rds,rds,high,log,RDS: Create User,New IAM user created — attacker may be establishing persistent access.,identity_manipulation,cis_aws_v3_1.1;cis_aws_v3_1.16;cis_aws_v3_1.22;cis_azure_v2_1.1;cis_azure_v2_2.1;nist_800_53_r5_AC-2;nist_800_53_r5_AC-3;nist_800_53_r5_IA-2;pci_dss_v4_7.1;pci_dss_v4_8.2;iso_27001_2022_A.5.18;iso_27001_2022_A.8.2,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,rds/aws.rds.audit_log.create_user.yaml
aws.rds.audit_log.drop_table,rds,rds,high,log,RDS: Drop Table,DROP TABLE executed — database table permanently deleted.,data_destruction,cis_aws_v3_2.1;cis_aws_v3_2.6;cis_aws_v3_3.1;cis_azure_v2_3.1;cis_azure_v2_7.5;nist_800_53_r5_CP-9;nist_800_53_r5_CP-10;nist_800_53_r5_SI-12;pci_dss_v4_3.2;pci_dss_v4_3.3;pci_dss_v4_12.3;iso_27001_2022_A.8.13;iso_27001_2022_A.8.14;iso_27001_2022_A.5.33,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,rds/aws.rds.audit_log.drop_table.yaml
aws.rds.audit_log.drop_user,rds,rds,medium,log,RDS: Drop User,Database user dropped — database account deleted.,identity_manipulation,cis_aws_v3_1.1;cis_aws_v3_1.16;cis_aws_v3_1.22;cis_azure_v2_1.1;cis_azure_v2_2.1;nist_800_53_r5_AC-2;nist_800_53_r5_AC-3;nist_800_53_r5_IA-2;pci_dss_v4_7.1;pci_dss_v4_8.2;iso_27001_2022_A.5.18;iso_27001_2022_A.8.2,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,rds/aws.rds.audit_log.drop_user.yaml
aws.rds.audit_log.failed_login,rds,rds,medium,log,RDS: Failed Login,RDS login failure — authentication attempt failed.,initial_access,cis_aws_v3_1.14;cis_aws_v3_2.1;cis_azure_v2_1.2;cis_azure_v2_2.1;nist_800_53_r5_AC-17;nist_800_53_r5_IA-2;nist_800_53_r5_SI-3;pci_dss_v4_8.3;pci_dss_v4_11.5;iso_27001_2022_A.8.5;iso_27001_2022_A.9.4,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,rds/aws.rds.audit_log.failed_login.yaml
