Control_ID,Title,FedRAMP_Baseline,Automation_Type,AWS_Checks,Azure_Checks,GCP_Checks,Oracle_Checks,IBM_Checks,Alicloud_Checks,Total_Checks
IR-7 (1),Incident Response Assistance | Automation Support for Availability of Information and Support,High,manual,,,,,,,0
IR-8,Incident Response Plan,High,manual,,,,,,,0
IR-9,Information Spillage Response,High,manual,,,,,,,0
IR-9 (2),Information Spillage Response | Training,High,manual,,,,,,,0
IR-9 (3),Information Spillage Response | Post-spill Operations,High,manual,,,,,,,0
IR-9 (4),Information Spillage Response | Exposure to Unauthorized Personnel,High,manual,,,,,,,0
MA-1,Policy and Procedures,High,manual,,,,,,,0
MA-2,Controlled Maintenance,High,manual,,,,,,,0
MA-2 (2),Controlled Maintenance | Automated Maintenance Activities,High,manual,,,,,,,0
MA-3,Maintenance Tools,High,manual,,,,,,,0
MA-3 (1),Maintenance Tools | Inspect Tools,High,manual,,,,,,,0
MA-3 (2),Maintenance Tools | Inspect Media,High,manual,,,,,,,0
MA-3 (3),Maintenance Tools | Prevent Unauthorized Removal,High,manual,,,,,,,0
MA-4,Nonlocal Maintenance,High,automated,aws_iam_password_policy_minimum_length_14,azure_active_directory_password_policy_minimum_length_14,gcp_iam_password_policy_minimum_length_14,oracle_identity_password_policy_minimum_length_14,ibm_iam_password_policy_minimum_length_14,alicloud_ram_password_policy_minimum_length_14,6
MA-4 (3),Nonlocal Maintenance | Comparable Security and Sanitization,High,automated,aws_iam_password_policy_minimum_length_14,azure_active_directory_password_policy_minimum_length_14,gcp_iam_password_policy_minimum_length_14,oracle_identity_password_policy_minimum_length_14,ibm_iam_password_policy_minimum_length_14,alicloud_ram_password_policy_minimum_length_14,6
MA-5,Maintenance Personnel,High,manual,,,,,,,0
MA-5 (1),Maintenance Personnel | Individuals Without Appropriate Access,High,manual,,,,,,,0
MA-6,Timely Maintenance,High,manual,,,,,,,0
MP-1,Policy and Procedures,High,manual,,,,,,,0
MP-2,Media Access,High,manual,,,,,,,0
MP-3,Media Marking,High,manual,,,,,,,0
MP-4,Media Storage,High,manual,,,,,,,0
MP-5,Media Transport,High,manual,,,,,,,0
MP-6,Media Sanitization,High,manual,,,,,,,0
MP-6 (1),"Media Sanitization | Review, Approve, Track, Document, and Verify",High,manual,,,,,,,0
MP-6 (2),Media Sanitization | Equipment Testing,High,manual,,,,,,,0
MP-6 (3),Media Sanitization | Nondestructive Techniques,High,manual,,,,,,,0
MP-7,Media Use,High,manual,,,,,,,0
PE-1,Policy and Procedures,High,manual,,,,,,,0
PE-2,Physical Access Authorizations,High,manual,,,,,,,0
PE-3,Physical Access Control,High,manual,,,,,,,0
PE-3 (1),Physical Access Control | System Access,High,manual,,,,,,,0
PE-4,Access Control for Transmission,High,manual,,,,,,,0
PE-5,Access Control for Output Devices,High,manual,,,,,,,0
PE-6,Monitoring Physical Access,High,manual,,,,,,,0
PE-6 (1),Monitoring Physical Access | Intrusion Alarms and Surveillance Equipment,High,manual,,,,,,,0
PE-6 (4),Monitoring Physical Access | Monitoring Physical Access to Systems,High,manual,,,,,,,0
PE-8,Visitor Access Records,High,manual,,,,,,,0
PE-8 (1),Visitor Access Records | Automated Records Maintenance and Review,High,manual,,,,,,,0
PE-9,Power Equipment and Cabling,High,manual,,,,,,,0
PE-10,Emergency Shutoff,High,manual,,,,,,,0
PE-11,Emergency Power,High,manual,,,,,,,0
PE-11 (1),Emergency Power | Alternate Power Supply — Minimal Operational Capability,High,manual,,,,,,,0
PE-12,Emergency Lighting,High,manual,,,,,,,0
PE-13,Fire Protection,High,manual,,,,,,,0
PE-13 (1),Fire Protection | Detection Systems — Automatic Activation and Notification,High,manual,,,,,,,0
PE-13 (2),Fire Protection | Suppression Systems — Automatic Activation and Notification,High,manual,,,,,,,0
PE-14,Environmental Controls,High,manual,,,,,,,0
PE-14 (2),Environmental Controls | Monitoring with Alarms and Notifications,High,manual,,,,,,,0
PE-15,Water Damage Protection,High,manual,,,,,,,0
PE-15 (1),Water Damage Protection | Automation Support,High,manual,,,,,,,0
PE-16,Delivery and Removal,High,manual,,,,,,,0
PE-17,Alternate Work Site,High,manual,,,,,,,0
PE-18,Location of System Components,High,manual,,,,,,,0
PL-1,Policy and Procedures,High,manual,,,,,,,0
PL-2,System Security and Privacy Plans,High,manual,,,,,,,0
PL-4,Rules of Behavior,High,manual,,,,,,,0
PL-4 (1),Rules of Behavior | Social Media and External Site/application Usage Restrictions,High,manual,,,,,,,0
PL-8,Security and Privacy Architectures,High,manual,,,,,,,0
PL-10,Baseline Selection,High,manual,,,,,,,0
PL-11,Baseline Tailoring,High,manual,,,,,,,0
PS-1,Policy and Procedures,High,manual,,,,,,,0
PS-2,Position Risk Designation,High,manual,,,,,,,0
PS-3,Personnel Screening,High,manual,,,,,,,0
PS-3 (3),Personnel Screening | Information Requiring Special Protective Measures,High,manual,,,,,,,0
PS-4,Personnel Termination,High,manual,,,,,,,0
PS-4 (2),Personnel Termination | Automated Actions,High,manual,,,,,,,0
PS-5,Personnel Transfer,High,manual,,,,,,,0
PS-6,Access Agreements,High,manual,,,,,,,0
PS-7,External Personnel Security,High,manual,,,,,,,0
PS-8,Personnel Sanctions,High,manual,,,,,,,0
PS-9,Position Descriptions,High,manual,,,,,,,0
RA-1,Policy and Procedures,High,automated,aws_guardduty_is_enabled,azure_security_center_is_enabled,gcp_security_command_center_is_enabled,oracle_cloud_guard_is_enabled,ibm_security_advisor_is_enabled,alicloud_threat_detection_is_enabled,6
RA-2,Security Categorization,High,manual,,,,,,,0
RA-3,Risk Assessment,High,manual,,,,,,,0
RA-3 (1),Risk Assessment | Supply Chain Risk Assessment,High,manual,,,,,,,0
RA-5,Vulnerability Monitoring and Scanning,High,automated,aws_guardduty_is_enabled,azure_security_center_is_enabled,gcp_security_command_center_is_enabled,oracle_cloud_guard_is_enabled,ibm_security_advisor_is_enabled,alicloud_threat_detection_is_enabled,6
RA-5 (2),Vulnerability Monitoring and Scanning | Update Vulnerabilities to Be Scanned,High,automated,aws_guardduty_is_enabled,azure_security_center_is_enabled,gcp_security_command_center_is_enabled,oracle_cloud_guard_is_enabled,ibm_security_advisor_is_enabled,alicloud_threat_detection_is_enabled,6
RA-5 (3),Vulnerability Monitoring and Scanning | Breadth and Depth of Coverage,High,automated,aws_guardduty_is_enabled,azure_security_center_is_enabled,gcp_security_command_center_is_enabled,oracle_cloud_guard_is_enabled,ibm_security_advisor_is_enabled,alicloud_threat_detection_is_enabled,6
RA-5 (4),Vulnerability Monitoring and Scanning | Discoverable Information,High,automated,aws_guardduty_is_enabled,azure_security_center_is_enabled,gcp_security_command_center_is_enabled,oracle_cloud_guard_is_enabled,ibm_security_advisor_is_enabled,alicloud_threat_detection_is_enabled,6
RA-5 (5),Vulnerability Monitoring and Scanning | Privileged Access,High,automated,aws_guardduty_is_enabled,azure_security_center_is_enabled,gcp_security_command_center_is_enabled,oracle_cloud_guard_is_enabled,ibm_security_advisor_is_enabled,alicloud_threat_detection_is_enabled,6
RA-5 (8),Vulnerability Monitoring and Scanning | Review Historic Audit Logs,High,automated,aws_guardduty_is_enabled,azure_security_center_is_enabled,gcp_security_command_center_is_enabled,oracle_cloud_guard_is_enabled,ibm_security_advisor_is_enabled,alicloud_threat_detection_is_enabled,6
RA-5 (11),Vulnerability Monitoring and Scanning | Public Disclosure Program,High,automated,aws_guardduty_is_enabled,azure_security_center_is_enabled,gcp_security_command_center_is_enabled,oracle_cloud_guard_is_enabled,ibm_security_advisor_is_enabled,alicloud_threat_detection_is_enabled,6
RA-7,Risk Response,High,manual,,,,,,,0
RA-9,Criticality Analysis,High,manual,,,,,,,0
SA-1,Policy and Procedures,High,manual,,,,,,,0
SA-2,Allocation of Resources,High,manual,,,,,,,0
SA-3,System Development Life Cycle,High,manual,,,,,,,0
SA-4,Acquisition Process,High,manual,,,,,,,0
SA-4 (1),Acquisition Process | Functional Properties of Controls,High,manual,,,,,,,0
SA-4 (2),Acquisition Process | Design and Implementation Information for Controls,High,manual,,,,,,,0
SA-4 (5),"Acquisition Process | System, Component, and Service Configurations",High,manual,,,,,,,0
SA-4 (9),"Acquisition Process | Functions, Ports, Protocols, and Services in Use",High,manual,,,,,,,0
SA-4 (10),Acquisition Process | Use of Approved PIV Products,High,manual,,,,,,,0
SA-5,System Documentation,High,manual,,,,,,,0
SA-8,Security and Privacy Engineering Principles,High,manual,,,,,,,0
SA-9,External System Services,High,manual,,,,,,,0
SA-9 (1),External System Services | Risk Assessments and Organizational Approvals,High,manual,,,,,,,0
SA-9 (2),"External System Services | Identification of Functions, Ports, Protocols, and Services",High,manual,,,,,,,0
SA-9 (5),"External System Services | Processing, Storage, and Service Location",High,manual,,,,,,,0
SA-10,Developer Configuration Management,High,manual,,,,,,,0
SA-11,Developer Testing and Evaluation,High,manual,,,,,,,0
SA-11 (1),Developer Testing and Evaluation | Static Code Analysis,High,manual,,,,,,,0
SA-11 (2),Developer Testing and Evaluation | Threat Modeling and Vulnerability Analyses,High,manual,,,,,,,0
SA-15,"Development Process, Standards, and Tools",High,manual,,,,,,,0
SA-15 (3),"Development Process, Standards, and Tools | Criticality Analysis",High,manual,,,,,,,0
SA-16,Developer-provided Training,High,manual,,,,,,,0
SA-17,Developer Security and Privacy Architecture and Design,High,manual,,,,,,,0
SA-21,Developer Screening,High,manual,,,,,,,0
SA-22,Unsupported System Components,High,manual,,,,,,,0
SC-1,Policy and Procedures,High,manual,,,,,,,0
SC-2,Separation of System and User Functionality,High,manual,,,,,,,0
SC-3,Security Function Isolation,High,manual,,,,,,,0
SC-4,Information in Shared System Resources,High,manual,,,,,,,0
SC-5,Denial-of-service Protection,High,automated,aws_guardduty_is_enabled,azure_security_center_is_enabled,gcp_security_command_center_is_enabled,oracle_cloud_guard_is_enabled,ibm_security_advisor_is_enabled,alicloud_threat_detection_is_enabled,6
SC-7,Boundary Protection,High,automated,aws_ec2_ebs_public_snapshot; aws_ec2_instance_public_ip; aws_emr_cluster_master_nodes_no_public_ip; aws_awslambda_function_not_publicly_accessible; aws_awslambda_function_url_public; aws_rds_instance_no_public_access; aws_rds_snapshots_public_access; aws_redshift_cluster_public_access; aws_s3_bucket_public_access; aws_s3_bucket_policy_public_write_access,azure_compute_ebs_public_snapshot; azure_compute_instance_public_ip; azure_hdinsight_cluster_master_nodes_no_public_ip; azure_functions_function_not_publicly_accessible; azure_functions_function_url_public; azure_sql_instance_no_public_access; azure_sql_snapshots_public_access; azure_synapse_cluster_public_access; azure_storage_bucket_public_access; azure_storage_bucket_policy_public_write_access,gcp_compute_ebs_public_snapshot; gcp_compute_instance_public_ip; gcp_dataproc_cluster_master_nodes_no_public_ip; gcp_functions_function_not_publicly_accessible; gcp_functions_function_url_public; gcp_sql_instance_no_public_access; gcp_sql_snapshots_public_access; gcp_bigquery_cluster_public_access; gcp_storage_bucket_public_access; gcp_storage_bucket_policy_public_write_access,oracle_compute_ebs_public_snapshot; oracle_compute_instance_public_ip; oracle_big_data_cluster_master_nodes_no_public_ip; oracle_functions_function_not_publicly_accessible; oracle_functions_function_url_public; oracle_database_instance_no_public_access; oracle_database_snapshots_public_access; oracle_autonomous_dw_cluster_public_access; oracle_object_storage_bucket_public_access; oracle_object_storage_bucket_policy_public_write_access,ibm_vpc_ebs_public_snapshot; ibm_vpc_instance_public_ip; ibm_analytics_engine_cluster_master_nodes_no_public_ip; ibm_functions_function_not_publicly_accessible; ibm_functions_function_url_public; ibm_databases_instance_no_public_access; ibm_databases_snapshots_public_access; ibm_db2_warehouse_cluster_public_access; ibm_cos_bucket_public_access; ibm_cos_bucket_policy_public_write_access,alicloud_ecs_ebs_public_snapshot; alicloud_ecs_instance_public_ip; alicloud_emr_cluster_master_nodes_no_public_ip; alicloud_function_compute_function_not_publicly_accessible; alicloud_function_compute_function_url_public; alicloud_rds_instance_no_public_access; alicloud_rds_snapshots_public_access; alicloud_analyticdb_cluster_public_access; alicloud_oss_bucket_public_access; alicloud_oss_bucket_policy_public_write_access,60
SC-7 (3),Boundary Protection | Access Points,High,automated,aws_ec2_ebs_public_snapshot; aws_ec2_instance_public_ip; aws_emr_cluster_master_nodes_no_public_ip; aws_awslambda_function_not_publicly_accessible; aws_awslambda_function_url_public; aws_rds_instance_no_public_access; aws_rds_snapshots_public_access; aws_redshift_cluster_public_access; aws_s3_bucket_public_access; aws_s3_bucket_policy_public_write_access,azure_compute_ebs_public_snapshot; azure_compute_instance_public_ip; azure_hdinsight_cluster_master_nodes_no_public_ip; azure_functions_function_not_publicly_accessible; azure_functions_function_url_public; azure_sql_instance_no_public_access; azure_sql_snapshots_public_access; azure_synapse_cluster_public_access; azure_storage_bucket_public_access; azure_storage_bucket_policy_public_write_access,gcp_compute_ebs_public_snapshot; gcp_compute_instance_public_ip; gcp_dataproc_cluster_master_nodes_no_public_ip; gcp_functions_function_not_publicly_accessible; gcp_functions_function_url_public; gcp_sql_instance_no_public_access; gcp_sql_snapshots_public_access; gcp_bigquery_cluster_public_access; gcp_storage_bucket_public_access; gcp_storage_bucket_policy_public_write_access,oracle_compute_ebs_public_snapshot; oracle_compute_instance_public_ip; oracle_big_data_cluster_master_nodes_no_public_ip; oracle_functions_function_not_publicly_accessible; oracle_functions_function_url_public; oracle_database_instance_no_public_access; oracle_database_snapshots_public_access; oracle_autonomous_dw_cluster_public_access; oracle_object_storage_bucket_public_access; oracle_object_storage_bucket_policy_public_write_access,ibm_vpc_ebs_public_snapshot; ibm_vpc_instance_public_ip; ibm_analytics_engine_cluster_master_nodes_no_public_ip; ibm_functions_function_not_publicly_accessible; ibm_functions_function_url_public; ibm_databases_instance_no_public_access; ibm_databases_snapshots_public_access; ibm_db2_warehouse_cluster_public_access; ibm_cos_bucket_public_access; ibm_cos_bucket_policy_public_write_access,alicloud_ecs_ebs_public_snapshot; alicloud_ecs_instance_public_ip; alicloud_emr_cluster_master_nodes_no_public_ip; alicloud_function_compute_function_not_publicly_accessible; alicloud_function_compute_function_url_public; alicloud_rds_instance_no_public_access; alicloud_rds_snapshots_public_access; alicloud_analyticdb_cluster_public_access; alicloud_oss_bucket_public_access; alicloud_oss_bucket_policy_public_write_access,60
