rule_id,csp,reality,type,dedup,winner_rule,note
ibm.vpc.instance.agent_status,ibm,NONSENSE,config,UNIQUE,,Rule description is a partial/placeholder text.
ibm.vpc.instance.backup_policy_configured,ibm,REAL,config,UNIQUE,,Checks if instance has a backup policy configured.
ibm.vpc.instance.boot_volume.delete_volume_on_instance_delete,ibm,REAL,config,UNIQUE,,Checks boot volume persistence on instance delete.
ibm.vpc.instance.guest_config,ibm,NONSENSE,config,UNIQUE,,Rule description is a partial/placeholder text.
ibm.vpc.instance.inventory,ibm,REAL,config,UNIQUE,,Checks instance inventory (refined rule).
ibm.vpc.instance.managed_by_ssm,ibm,REAL,config,UNIQUE,,Checks if instance is managed by SSM.
ibm.vpc.instance.monitoring_agent,ibm,NONSENSE,config,UNIQUE,,Rule description is a partial/placeholder text.
ibm.vpc.instance.namespace,ibm,REAL,config,UNIQUE,,Checks instance namespace (refined rule).
ibm.vpc.instance.older_than_specific_days,ibm,REAL,config,UNIQUE,,Checks if instance is older than specific days.
ibm.vpc.instance.required_tags,ibm,REAL,config,UNIQUE,,Checks that VSI instances have required tags.
ibm.vpc.instance.trusted_image,ibm,REAL,config,UNIQUE,,Checks VPC instances use approved/trusted images.
ibm.vpc.instance.trusted_profile_attachment,ibm,REAL,config,UNIQUE,,Checks instance uses a trusted IAM profile (identity).
ibm.vpc.instance.vulnerability_scanning_enabled,ibm,REAL,config,UNIQUE,,Checks vulnerability scanning config exists for instances.
ibm.vpc.loadbalancers.tls_listeners,ibm,REAL,config,UNIQUE,,Checks load balancer TLS listener configuration.
ibm.vpc.network.acl_unused,ibm,NONSENSE,config,UNIQUE,,"Description is generic inventory, not a specific IBM VPC check."
ibm.vpc.network_acl.configured,ibm,REAL,config,UNIQUE,,Checks network ACL is configured (refined rule).
ibm.vpc.networkacl.allow_ingress_any_port,ibm,REAL,config,UNIQUE,,Checks ACL for overly permissive ingress (any port).
ibm.vpc.networkacl.allow_ingress_tcp_port_22,ibm,REAL,config,UNIQUE,,Checks ACL for SSH ingress (TCP port 22).
ibm.vpc.networkacl.allow_ingress_tcp_port_3389,ibm,REAL,config,UNIQUE,,Checks ACL for RDP ingress (TCP port 3389).
ibm.vpc.peering.routing_tables_with_least_privilege,ibm,REAL,config,UNIQUE,,Checks VPC peering routing uses least privilege.
ibm.vpc.security_group.configured,ibm,REAL,config,UNIQUE,,Checks security group is configured (refined rule).
ibm.vpc.security_group.deny_all_inbound,ibm,REAL,config,UNIQUE,,Checks security group has explicit deny-all inbound rule.
ibm.vpc.security_group.flow_logs_enabled,ibm,REAL,config,UNIQUE,,Checks flow logs enabled for security group traffic monitoring.
ibm.vpc.security_group.ingress_restricted,ibm,REAL,config,UNIQUE,,Checks security group ingress is restricted to authorized sources.
ibm.vpc.security_group.least_functionality,ibm,REAL,config,DUP,ibm.vpc.security_group.ingress_restricted,Checks SG rules not overly permissive (semantically same as rule 14).
ibm.vpc.securitygroup.allow_ingress_from_internet_to_all_ports,ibm,REAL,config,UNIQUE,,Checks for overly permissive security group allowing internet ingress on all ports.
ibm.vpc.securitygroup.allow_ingress_from_internet_to_tcp_port_22,ibm,REAL,config,UNIQUE,,Checks for overly permissive security group allowing internet SSH (TCP/22) ingress.
ibm.vpc.snapshot.schedule,ibm,NONSENSE,config,UNIQUE,,"Rule name is ""PARTIAL"" and description is truncated/unverifiable nonsense."
ibm.vpc.subnet.different_az,ibm,REAL,config,UNIQUE,,Checks subnet configuration for high availability across different availability zones.
ibm.vpc.volume.auto_delete,ibm,NONSENSE,config,UNIQUE,,"Rule name is ""PARTIAL"" and description is truncated/unverifiable nonsense."
ibm.vpc.vpn.connection_tunnels_up,ibm,REAL,config,UNIQUE,,Checks VPN connection tunnel operational status (up/down).
ibm.vpc.vpn.ike_policy_configured,ibm,REAL,config,UNIQUE,,Checks if an IKE policy is configured for a VPN.
ibm.vpc.vsi.maintenance_behavior,ibm,REAL,config,UNIQUE,,Checks virtual server instance (VSI) maintenance behavior configuration.
ibm.vpc.vsi.patch_management,ibm,REAL,config,UNIQUE,,Checks virtual server instance (VSI) patch management configuration.
ibm.watson.audit.create_voice_gateway,ibm,REAL,ciem,UNIQUE,,Detects security group changes for VoIP/Watson Voice Gateway deployment.
ibm.watson.studio.notebook_instance_encryption_enabled,ibm,NONSENSE,config,UNIQUE,,"Rule text references ""CCCS CP-9: System Backup"" but checks notebook encryption, making intent unclear/incorrect."
ibm.watson.studio.notebook_instance_without_direct_internet_access_configured,ibm,NONSENSE,config,UNIQUE,,"Rule text is truncated and incomplete, making it unverifiable and vague."
k8s.admission.audit.webhook_bypass,k8s,REAL,ciem,UNIQUE,,Detects bypass attempts of vulnerability scanning admission webhooks.
k8s.admission.audit.webhook_disable,k8s,REAL,ciem,UNIQUE,,Detects disabling of admission control webhooks.
k8s.admission.chain.disable_opa_policies,k8s,REAL,ciem,UNIQUE,,Detects RBAC escalations to modify malware scanning or disable OPA policies.
k8s.admission.chain.privilege_escalation,k8s,REAL,ciem,UNIQUE,,Detects pods disabling securityContext or chaining privilege escalations.
k8s.admission.control.windows_hostprocess_restriction,k8s,REAL,config,UNIQUE,,Checks for restriction of Windows HostProcess Containers admission.
k8s.api.chain.audit_policy_evasion,k8s,REAL,ciem,UNIQUE,,Detects audit policy evasion via configMap deletion or webhook failure with chained role abuse.
k8s.api.chain.proxy_to_pod,k8s,REAL,ciem,UNIQUE,,Detects privileged pod creation and chained access via kubectl proxy.
k8s.apiserver.audit.authentication_failure_chain,k8s,REAL,ciem,UNIQUE,,Detects patterns of consecutive failed auth requests (behavioral).
k8s.apiserver.audit.exec_session_anomaly,k8s,REAL,ciem,UNIQUE,,Detects anomalous exec session behavior (behavioral).
k8s.apiserver.audit.log_policy,k8s,REAL,ciem,UNIQUE,,Detects audit policy/log changes to disable logging (behavioral).
k8s.apiserver.chain.audit_disable,k8s,REAL,ciem,DUP,k8s.apiserver.audit.log_policy,Semantically same as rule 3: disabling audit via config/chain.
k8s.apiserver.chain.escalation_pattern,k8s,REAL,ciem,UNIQUE,,Detects patterns of privilege escalation via bindings (behavioral).
k8s.apiserver.chain.log_evasion,k8s,REAL,ciem,DUP,k8s.apiserver.audit.log_policy,Semantically same as rule 3: audit log evasion via modifications.
k8s.apiserver.chain.privileged_scc_modify,k8s,REAL,ciem,UNIQUE,,Detects sequences modifying privileged SCCs (behavioral).
k8s.audit.activity_log.audit_policy_edit,k8s,REAL,ciem,UNIQUE,,Detects audit policy/webhook modifications.
k8s.audit.activity_log.audit_policy_override,k8s,REAL,ciem,UNIQUE,,Detects audit policy overrides and chained tampering.
k8s.audit.activity_log.disabled,k8s,REAL,ciem,UNIQUE,,Detects audit config deletions/webhook failures and chained role changes.
k8s.audit.activity_log.privileged_pod_chain,k8s,REAL,ciem,UNIQUE,,Detects attack chains with privileged pods and lateral movement.
k8s.audit.activity_log.psp_deletion,k8s,REAL,ciem,UNIQUE,,Detects PSP/Admission Webhook deletion/modification and chained evasion.
k8s.audit.activity_log.secret_access,k8s,REAL,ciem,UNIQUE,,Detects privilege escalation and anomalous secret access patterns.
k8s.audit.audit.webhook_delete,k8s,REAL,ciem,DUP,k8s.audit.activity_log.audit_policy_edit,Semantically same as rule 1 (detect deletion/change to disable audit).
k8s.audit.audit.webhook_disable,k8s,REAL,ciem,UNIQUE,,Detects multi-step patterns to disable NTP or audit webhooks.
k8s.audit.chain.admission_webhook_delete__then__pod_creation,k8s,REAL,ciem,UNIQUE,,Detects webhook deletion followed by pod creation for evasion.
k8s.audit.chain.config_change,k8s,REAL,ciem,UNIQUE,,Detects multi-step chains involving cluster config changes.
k8s.audit.chain.configmap_sensitive_access,k8s,REAL,ciem,UNIQUE,,Detects binding to high-privilege role then sensitive ConfigMap access.
k8s.audit.chain.configmap_then_webhook,k8s,REAL,ciem,DUP,k8s.audit.activity_log.audit_policy_override,Semantically same as rule 2 (chained audit policy/webhook changes).
k8s.audit.chain.delete_logs,k8s,REAL,ciem,UNIQUE,,Detects permissive role creation followed by audit log deletion.
k8s.audit.chain.disable_audit_logging,k8s,REAL,ciem,UNIQUE,,Detects permissive role creation followed by disabling audit logging.
k8s.audit.chain.escalation,k8s,REAL,ciem,UNIQUE,,Detects RBAC binding changes and chained events for privilege escalation.
k8s.audit.chain.log_deletion_with_breach,k8s,REAL,ciem,UNIQUE,,Detects RBAC escalation then log deletion to hide breaches.
k8s.audit.chain.log_evasion,k8s,REAL,ciem,UNIQUE,,Detects pod/role actions to manipulate audit log timestamps.
k8s.audit.chain.log_suppression,k8s,REAL,ciem,UNIQUE,,Detects audit policy/log backend tampering followed by suspicious actions.
k8s.audit.chain.policy_delete_pod,k8s,REAL,ciem,UNIQUE,,Detects audit policy deletion then privileged pod execution.
k8s.audit.chain.policy_deletion_evasion,k8s,REAL,ciem,UNIQUE,,Detects audit policy rotation/size changes and deletion sequences.
k8s.audit.chain.privilege_escalation,k8s,REAL,ciem,UNIQUE,,Detects suspicious ClusterRoleBinding leading to pod exec/port-forward.
k8s.audit.chain.privileged_pod,k8s,REAL,ciem,DUP,k8s.audit.chain.privilege_escalation,Semantically same as rule 6 (privilege escalation via binding).
k8s.audit.chain.privileged_pod_escape,k8s,REAL,ciem,UNIQUE,,Detects cluster-admin binding and pod escape sequences.
k8s.audit.chain.privileged_pod_exec,k8s,REAL,ciem,UNIQUE,,Detects privileged pod creation then exec from external network.
k8s.audit.chain.privileged_pod_logs,k8s,REAL,ciem,DUP,k8s.audit.chain.privilege_escalation,Semantically same as rule 6 (permissive binding leading to privilege).
k8s.audit.chain.privileged_pod_logs_delete,k8s,REAL,ciem,UNIQUE,,Detects privileged pod creation followed by log deletion.
k8s.audit.chain.proxy_evasion,k8s,REAL,ciem,UNIQUE,,Detects high-privilege binding and kubectl proxy to bypass audit.
k8s.audit.chain.r_b_a_c_delete_pod_logs,k8s,REAL,ciem,UNIQUE,,Detects RBAC modifications that remove pod log access.
k8s.audit.chain.replay_credential_use,k8s,REAL,ciem,UNIQUE,,Detects chains of credential reuse across pods/nodes.
k8s.audit.chain.resource_deletion_evasion,k8s,REAL,ciem,DUP,k8s.audit.chain.log_deletion_with_breach,Semantically same as rule 1 (privilege escalation and log deletion).
k8s.audit.chain.rolebind_priv_esc_then_delete_events,k8s,REAL,ciem,UNIQUE,,Detects privilege escalation via RoleBinding then event deletion to hide activity.
k8s.audit.chain.rolebinding_impersonate,k8s,REAL,ciem,UNIQUE,,Detects ClusterRole deletion chained with impersonation actions.
k8s.audit.chain.secret_access_then_audit_policy_patch,k8s,REAL,ciem,UNIQUE,,Detects secret access followed by audit policy patching to suppress logs.
k8s.audit.chain.serviceaccount_privilege_escalation,k8s,REAL,ciem,UNIQUE,,Detects RoleBinding changes after access review and service account escalation.
k8s.audit.chain.serviceaccount_token_escalation,k8s,REAL,ciem,DUP,k8s.audit.chain.serviceaccount_token_mount,Both detect high-privilege ClusterRoleBinding creation for escalation; rule 6 is clearer.
k8s.audit.chain.serviceaccount_token_mount,k8s,REAL,ciem,UNIQUE,,Detects ClusterRoleBinding creation and ServiceAccount token mount for escalation.
k8s.audit.chain.webhook_tamper,k8s,REAL,ciem,DUP,k8s.audit.logging.disable,Both involve tampering with audit/log configurations; rule 8 is more comprehensive.
k8s.audit.logging.disable,k8s,REAL,ciem,UNIQUE,,Detects audit/webhook config modifications and RBAC changes to control logging.
k8s.audit.audit_policy.policy_exists,k8s,REAL,config,UNIQUE,,Verifies existence of an audit policy configuration (partial check).
k8s.audit.policy.log_backend,k8s,REAL,config,UNIQUE,,Checks for an audit policy configured with a log backend.
k8s.audit.policy.log_maxbackup,k8s,REAL,config,UNIQUE,,Verifies audit policy log backup configuration (partial check).
k8s.audit_log.activity_log.cluster_admin_evasion,k8s,REAL,ciem,UNIQUE,,"Detects evasion patterns and persistence chains, a behavioral check."
k8s.audit_log.policy.enabled,k8s,REAL,config,UNIQUE,,"Checks if audit logging policy is enabled, a static configuration check."
k8s.chain.defense_evasion,k8s,REAL,ciem,UNIQUE,,Detects audit/webhook config changes chained with secret access.
k8s.chain.pod_privilege_escape,k8s,REAL,ciem,UNIQUE,,Detects PSP/webhook deletions/modifications chained with pod escape.
k8s.chain.privilege_escalation_init,k8s,REAL,ciem,UNIQUE,,Detects privileged pod creation chained with escalation events.
k8s.container.audit.auditd_mount_tamper,k8s,REAL,ciem,UNIQUE,,"Detects audit socket tampering and DaemonSet bypass, behavioral."
k8s.container.chain.image_pull_exec,k8s,REAL,ciem,UNIQUE,,"Detects multi-step attack pattern (pull image then run privileged), behavioral."
k8s.container.image.baseline_approved,k8s,REAL,config,UNIQUE,,Checks images against an approved baseline list.
k8s.container.image.baseline_repository,k8s,REAL,config,DUP,k8s.container.image.baseline_approved,"Checks images against an approved repository, semantically same as baseline check (3)."
k8s.container.node_auto_upgrade,k8s,REAL,config,UNIQUE,,Checks node pool auto-upgrade configuration.
k8s.container.security_context.read_only_root_filesystem,k8s,REAL,config,UNIQUE,,Checks container security context for read-only root filesystem.
k8s.daemonset.chain.auditd_bypass,k8s,REAL,ciem,UNIQUE,,"Detects container auditd socket mount tampering, a specific evasion behavior."
k8s.daemonset.chain.patch_evasion,k8s,REAL,ciem,UNIQUE,,"Detects node-level patch tampering, a different evasion behavior."
k8s.falco.audit.disable,k8s,REAL,ciem,UNIQUE,,"Detects disabling/tampering of runtime audit logs, an event-based action."
k8s.falco.daemonset.status,k8s,REAL,config,UNIQUE,,"Checks deployment state of a security tool as a DaemonSet, a static configuration."
k8s.kubernetes.audit.privileged_container_create,k8s,REAL,ciem,UNIQUE,,Monitors audit logs for privileged container creation.
k8s.kubernetes.chain.privileged_escalation,k8s,REAL,ciem,DUP,k8s.kubernetes.audit.privileged_container_create,Same intent as rule 1 (privileged escalation patterns).
k8s.kubernetes.api_server.authorization_mode_not_alwaysallow,k8s,REAL,config,UNIQUE,,Checks API server authorization mode is not 'AlwaysAllow'.
k8s.kubernetes.api_server.streaming_connection_idle_timeout,k8s,REAL,config,UNIQUE,,Ensures streaming connection idle timeout is not set to 0.
k8s.kubernetes.api_server.tls_cert_key_set,k8s,REAL,config,UNIQUE,,Verifies TLS certificate and key are set for API server.
k8s.kubernetes.apiserver.client_ca_file,k8s,REAL,config,UNIQUE,,Ensures API server has a client CA file configured.
k8s.kubernetes.audit_log.policy,k8s,REAL,config,UNIQUE,,Checks that audit logging is configured and enabled.
k8s.kubernetes.cni.file_permissions,k8s,REAL,config,UNIQUE,,Requires agent to check CNI file permissions.
k8s.kubernetes.config_file.permissions,k8s,REAL,config,UNIQUE,,Checks Kubernetes config file permissions are restrictive.
k8s.kubernetes.control_plane.encryption_provider_config,k8s,REAL,config,UNIQUE,,Verifies encryption provider config for control plane.
k8s.kubernetes.kubelet.event_qps,k8s,REAL,config,UNIQUE,,Checks kubelet event-qps argument is appropriately set.
