rule_id,csp,service,resource,attribute,frameworks,framework_count,control_count,mapped_controls,suggested_intent
ibm.activity_tracker.route.global_events,ibm,activity_tracker,route,global_events,CANADA_PBMM,1,1,CANADA_PBMM/SI-4(2),Check that Activity Tracker routes are configured to collect global management events.
ibm.activity_tracker.route.global_events_enabled,ibm,activity_tracker,route,global_events_enabled,CANADA_PBMM,1,1,CANADA_PBMM/SI-4(14),Check that Activity Tracker routes are configured to collect global management events.
ibm.activity_tracker.route.is_configured,ibm,activity_tracker,route,is_configured,CIS,1,1,CIS/4.14,(refined)
ibm.activity_tracker.route.kubernetes,ibm,activity_tracker,route,kubernetes,CIS,1,1,CIS/2.2.1,(refined)
ibm.activity_tracker.route.log_export_enabled,ibm,activity_tracker,route,log_export_enabled,PCI_DSS,1,1,PCI_DSS/10.4.2.1,PARTIAL: ibm.activity_tracker.route.log_export_enabled ||| verifies log export configuration exists but does not validate review frequency or risk analysis pro
ibm.activity_tracker.route.retention_enabled,ibm,activity_tracker,route,retention_enabled,CANADA_PBMM,1,1,CANADA_PBMM/IR-4(3),Check that Activity Tracker route has log retention enabled for incident handling.
ibm.activity_tracker.tracker.activity_tracker_enabled,ibm,activity_tracker,tracker,activity_tracker_enabled,CIS,1,1,CIS/2.1.2,(refined)
ibm.activity_tracker.tracker.log_retention_days,ibm,activity_tracker,tracker,log_retention_days,CIS,1,1,CIS/2.1.2,(refined)
ibm.activity_tracker.tracker.logging_enabled,ibm,activity_tracker,tracker,logging_enabled,PCI_DSS,1,1,PCI_DSS/5.3.4,PARTIAL: ibm.activity_tracker.tracker.logging_enabled ||| verifies platform audit logging exists but not host-based anti-malware agent logs
ibm.activity_tracker.tracker.tracker_region_enabled,ibm,activity_tracker,tracker,tracker_region_enabled,CIS,1,1,CIS/2.14,(refined)
ibm.activitytracker.collection.enabled,ibm,activitytracker,collection,enabled,NIST_800_171,1,1,NIST_800_171/3.7.4,PARTIAL: ibm.activitytracker.collection.enabled ||| verifies audit logging for platform actions but not media scanning
ibm.activitytracker.route.enabled,ibm,activitytracker,route,enabled,CIS,1,1,CIS/8.1.16,(refined)
ibm.blockstorage.volume.encryption_at_rest,ibm,blockstorage,volume,encryption_at_rest,NIST_800_171,1,1,NIST_800_171/3.8.1,Check that block storage volumes storing CUI are encrypted at rest.; (refined)
ibm.cloud_databases.instance.backup_policies,ibm,cloud_databases,instance,backup_policies,CANADA_PBMM,1,1,CANADA_PBMM/CP-10(2),Check IBM Cloud Databases instance backup policy is configured
ibm.cloud_object_storage.bucket.policy.sas.linked.to.stored.access.policy,ibm,cloud_object_storage,bucket,policy.sas.linked.to.stored.access.policy,CIS,1,1,CIS/11.4,(refined)
ibm.cloud_object_storage.signed_url.allowed_protocols_https_only,ibm,cloud_object_storage,signed_url,allowed_protocols_https_only,CIS,1,1,CIS/2.1.1.1,(refined)
ibm.cloudant.database.non_del_doc_purge,ibm,cloudant,database,non_del_doc_purge,CANADA_PBMM,1,1,CANADA_PBMM/CP-9(3),Check IBM Cloudant database has non-deleted document purging disabled for backup.
ibm.containerregistry.image.security_advisory_enabled,ibm,containerregistry,image,security_advisory_enabled,PCI_DSS,1,1,PCI_DSS/11.3.1.3,PARTIAL: ibm.containerregistry.image.security_advisory_enabled ||| verifies IBM Container Registry vulnerability scanning is configured but does not confirm ex
ibm.cos.backup.bucket_configured,ibm,cos,backup,bucket_configured,SOC2,1,1,SOC2/A1.3,PARTIAL: ibm.cos.backup.bucket_configured ||| verifies backup storage target exists but not testing execution
ibm.cos.bucket.anonymous_auth_disabled,ibm,cos,bucket,anonymous_auth_disabled,CIS,1,1,CIS/3.2.1,(refined)
ibm.cos.bucket.cross.account.replication.disabled,ibm,cos,bucket,cross.account.replication.disabled,CIS,1,1,CIS/9.3.7,(refined)
ibm.cos.bucket.encryption_state,ibm,cos,bucket,encryption_state,CANADA_PBMM,1,1,CANADA_PBMM/SC-28(1),Check that Cloud Object Storage buckets have SSE enabled.
ibm.cos.bucket.kms_encryption,ibm,cos,bucket,kms_encryption,CIS,1,1,CIS/5.3.1,(refined)
ibm.cos.bucket.namespace,ibm,cos,bucket,namespace,CIS,1,1,CIS/5.6.1,(refined)
ibm.cos.bucket.ssl_enforcement,ibm,cos,bucket,ssl_enforcement,NIST_800_171,1,1,NIST_800_171/3.8.6,Check Cloud Object Storage buckets enforce SSL for transport.
ibm.cos.bucket.temporary_token_expiry,ibm,cos,bucket,temporary_token_expiry,CIS,1,1,CIS/17.1.4,(refined)
ibm.cos.bucket.temporary_url_expiry,ibm,cos,bucket,temporary_url_expiry,CIS,1,1,CIS/11.2,(refined)
ibm.cos.bucket.tls_policy,ibm,cos,bucket,tls_policy,CANADA_PBMM,1,1,CANADA_PBMM/SC-8(1),Check that Cloud Object Storage buckets have a TLS policy requiring TLS 1.2.
ibm.cos.bucket.tls_version_configured,ibm,cos,bucket,tls_version_configured,CIS,1,1,CIS/10.3,(refined)
ibm.cos.bucket.versioning.enabled,ibm,cos,bucket,versioning.enabled,SOC2,1,1,SOC2/PI1.5,Check that Cloud Object Storage buckets have versioning enabled to store items completely.
ibm.cos.buckets.https_only,ibm,cos,buckets,https_only,CIS,1,1,CIS/16.1,(refined)
ibm.cos.presigned.stored.policy,ibm,cos,presigned,stored.policy,CIS,1,1,CIS/18.2,(refined)
ibm.database.connection.credentials_in_secrets_manager_configured,ibm,database,connection,credentials_in_secrets_manager_configured,CIS,1,1,CIS/12.3,(refined)
ibm.database.postgresql.backup_policy,ibm,database,postgresql,backup_policy,CANADA_PBMM,1,1,CANADA_PBMM/CP-7(1),Check IBM Databases for PostgreSQL backup policy is configured
ibm.function.secrets_in_secrets_manager_configured,ibm,function,secrets_in_secrets_manager_configured,,CIS,1,1,CIS/12.3,(refined)
ibm.functions.function.iam_role_least_privilege,ibm,functions,function,iam_role_least_privilege,CIS,1,1,CIS/12.4,(refined)
ibm.iam.access_group.dynamic_rules,ibm,iam,access_group,dynamic_rules,CIS,1,1,CIS/4.1.6,(refined)
ibm.iam.access_group.external_memberwhataspectispartiale.g.verifiesconfigexistsbutnottestingexecution,ibm,iam,access_group,external_memberwhataspectispartiale.g.verifiesconfigexistsbutnottestingexecution,CANADA_PBMM,1,1,CANADA_PBMM/SA-9(1),(refined)
ibm.iam.access_group.rules,ibm,iam,access_group,rules,CIS,1,1,CIS/5.1.3,(refined)
ibm.iam.access_group_policy,ibm,iam,access_group_policy,,NIST_800_171,1,1,NIST_800_171/3.4.4,Check that IAM access group policies require approval for changes via account settings.
ibm.iam.account_settings.activity_tracking,ibm,iam,account_settings,activity_tracking,CANADA_PBMM,1,1,CANADA_PBMM/CA-7(1),check that activity tracking (monitoring) is enabled for the account
ibm.iam.account_settings.login_policy,ibm,iam,account_settings,login_policy,NIST_800_171,1,1,NIST_800_171/3.1.8,PARTIAL: ibm.iam.account_settings.login_policy ||| verifies config exists but not testing execution
ibm.iam.anonymous_auth_disabled,ibm,iam,anonymous_auth_disabled,,CIS,1,1,CIS/3.2.1,(refined)
ibm.iam.custom_role.policies,ibm,iam,custom_role,policies,CANADA_PBMM,1,1,CANADA_PBMM/SC-6,(refined)
ibm.iam.group.restrict_user_access_features,ibm,iam,group,restrict_user_access_features,CIS,1,1,CIS/5.18,(refined)
ibm.iam.namespace.default_not_used,ibm,iam,namespace,default_not_used,CIS,1,1,CIS/5.6.4,(refined)
ibm.iam.notification.group_mapping_configured,ibm,iam,notification,group_mapping_configured,CIS,1,1,CIS/4.4,(refined)
ibm.iam.password_policy,ibm,iam,password_policy,,CANADA_PBMM,1,1,CANADA_PBMM/IA-5(3),"PARTIAL: ibm.iam.password_policy ||| IBM Cloud IAM password policy is a global account setting; CSPM can verify its existence and configuration, but not enforc"
ibm.iam.password_policy.hide_feedback,ibm,iam,password_policy,hide_feedback,NIST_800_171,1,1,NIST_800_171/3.5.11,(refined)
ibm.iam.password_policy.max_password_age,ibm,iam,password_policy,max_password_age,CIS,1,1,CIS/1.5,(refined)
ibm.iam.password_policy_reuse_prevention,ibm,iam,password_policy_reuse_prevention,,CIS,1,1,CIS/1.6,(refined)
ibm.iam.policy.audit_log_admin,ibm,iam,policy,audit_log_admin,NIST_800_171,1,1,NIST_800_171/3.3.9,PARTIAL: ibm.iam.policy.audit_log_admin ||| verifies IAM policy binding for audit log management roles but may not cover all logging services
ibm.iam.policy.change_control,ibm,iam,policy,change_control,CANADA_PBMM,1,1,CANADA_PBMM/CM-3(4),(refined)
ibm.iam.policy.condition_ip,ibm,iam,policy,condition_ip,CANADA_PBMM,1,1,CANADA_PBMM/MA-4(6),(refined)
ibm.iam.policy.external_principal,ibm,iam,policy,external_principal,CANADA_PBMM,1,1,CANADA_PBMM/SA-9(1),(refined)
ibm.iam.policy.external_principals,ibm,iam,policy,external_principals,CANADA_PBMM,1,1,CANADA_PBMM/SA-9(4),Check IAM access policies for unauthorized external principals.
ibm.iam.policy.external_subjects,ibm,iam,policy,external_subjects,CANADA_PBMM,1,1,CANADA_PBMM/SA-9(2),Check IAM access policies for subjects from unauthorized external accounts.
ibm.iam.policy.least_privilege,ibm,iam,policy,least_privilege,CIS,1,1,CIS/12.4,(refined)
ibm.iam.policy.policy_conditions_used,ibm,iam,policy,policy_conditions_used,CIS,1,1,CIS/2.14,(refined)
ibm.iam.policy.policy_enabled,ibm,iam,policy,policy_enabled,CIS,1,1,CIS/5.4.4,(refined)
ibm.iam.policy.principal_external,ibm,iam,policy,principal_external,CANADA_PBMM,1,1,CANADA_PBMM/SA-9(5),"PARTIAL: ibm.iam.policy.principal_external ||| verifies IAM access policy bindings but not all service-specific trust relationships (e.g., for compute, storage"
ibm.iam.policy.role,ibm,iam,policy,role,CANADA_PBMM,1,1,CANADA_PBMM/MA-3(3),(refined)
ibm.iam.policy.roles,ibm,iam,policy,roles,CIS,1,1,CIS/5.1.3,(refined)
ibm.iam.policy.rule,ibm,iam,policy,rule,CANADA_PBMM,1,1,CANADA_PBMM/MA-4(1),(refined)
ibm.iam.policy.rule.action,ibm,iam,policy,rule.action,CIS,1,1,CIS/2.3.1,(refined)
ibm.iam.policy.system_authenticated_non_default,ibm,iam,policy,system_authenticated_non_default,CIS,1,1,CIS/4.1.10,(refined)
ibm.iam.policy.wildcard_action,ibm,iam,policy,wildcard_action,CIS,1,1,CIS/4.1.3,(refined)
ibm.iam.security.contact_information_configured,ibm,iam,security,contact_information_configured,CIS,1,1,CIS/1.3,(refined)
ibm.iam.service_account_token_volume_projection,ibm,iam,service_account_token_volume_projection,,CIS,1,1,CIS/6.6.5,(refined)
ibm.iam.service_id.api_key_usage,ibm,iam,service_id,api_key_usage,CIS,1,1,CIS/4.1.6,(refined)
ibm.iam.service_id.key_90_days,ibm,iam,service_id,key_90_days,CIS,1,1,CIS/1.10,(refined)
ibm.iam.user.account_admin_api_keys_absent,ibm,iam,user,account_admin_api_keys_absent,CIS,1,1,CIS/1.12,(refined)
ibm.iam.user.account_management_enabled,ibm,iam,user,account_management_enabled,CANADA_PBMM,1,1,CANADA_PBMM/AC-2(1),(refined)
ibm.iam.user.anonymous_auth_disabled,ibm,iam,user,anonymous_auth_disabled,CIS,1,1,CIS/3.2.1,(refined)
ibm.iam.user.client_certificate.disabled,ibm,iam,user,client_certificate.disabled,CIS,1,1,CIS/3.1.1,(refined)
ibm.iam.user.email,ibm,iam,user,email,NIST_800_171,1,1,NIST_800_171/3.5.1,PARTIAL: ibm.iam.user.email ||| verifies IAM user identity but not federated/SSO identities
ibm.iam.user.inactive_disable,ibm,iam,user,inactive_disable,CANADA_PBMM,1,1,CANADA_PBMM/AC-2(5),PARTIAL: ibm.iam.user.inactive_disable ||| IBM Cloud IAM supports local users; rule can verify inactivity setting but enterprise accounts often use federated i
ibm.iam.user.key_90_days,ibm,iam,user,key_90_days,CIS,1,1,CIS/1.10,(refined)
ibm.iam.user.last_login_time,ibm,iam,user,last_login_time,CIS,1,1,CIS/1.5,(refined)
ibm.iam.user.mfa_status,ibm,iam,user,mfa_status,CANADA_PBMM,1,1,CANADA_PBMM/AC-2(9),PARTIAL: ibm.iam.user.mfa_status ||| verifies MFA configuration for IAM users but does not cover all account lifecycle processes
ibm.iam.user.namespace,ibm,iam,user,namespace,CIS,1,1,CIS/5.6.1,(refined)
ibm.iam.user.password_policy.enforce_change,ibm,iam,user,password_policy.enforce_change,PCI_DSS,1,1,PCI_DSS/8.2.2,PARTIAL: ibm.iam.user.password_policy.enforce_change ||| verifies password policy for IAM users exists but does not directly enforce shared credential use on a
ibm.iam.user.security_key_enforcement,ibm,iam,user,security_key_enforcement,CIS,1,1,CIS/1.3,(refined)
ibm.iam.user.service_account_default_check,ibm,iam,user,service_account_default_check,CIS,1,1,CIS/4.1.5,(refined)
ibm.iam.user.unused_credentials,ibm,iam,user,unused_credentials,CIS,1,1,CIS/1.16,(refined)
ibm.iam.user_settings.password_reset_notification_enabled,ibm,iam,user_settings,password_reset_notification_enabled,CIS,1,1,CIS/5.10,(refined)
ibm.iam.user_settings.session_timeout,ibm,iam,user_settings,session_timeout,NIST_800_171,1,1,NIST_800_171/3.1.11,PARTIAL: ibm.iam.user_settings.session_timeout ||| verifies console session timeout config but not for all session types or programmatic access
ibm.iks.audit.privileged_pod,ibm,iks,audit,privileged_pod,CIS,1,1,CIS/2.2.2,(refined)
ibm.iks.cluster.authorization_modeverifiesconfigexistsbutnottestingexecution,ibm,iks,cluster,authorization_modeverifiesconfigexistsbutnottestingexecution,CIS,1,1,CIS/3.2.2,(refined)
ibm.iks.cluster.pod_security_policy,ibm,iks,cluster,pod_security_policy,CIS,1,1,CIS/5.2.2,(refined)
ibm.iks.cluster.rbac_enabled,ibm,iks,cluster,rbac_enabled,CIS,1,1,CIS/5.8.2,PARTIAL: ibm.iks.cluster.rbac_enabled ||| verifies RBAC is enabled but not specific Cloud IAM group integration
ibm.iks.cluster.worker_pool,ibm,iks,cluster,worker_pool,CIS,1,1,CIS/3.1.3,PARTIAL: ibm.iks.cluster.worker_pool ||| verifies worker pool configuration but not direct file permissions on underlying host
ibm.iks.network_policy_enabled,ibm,iks,network_policy_enabled,,CIS,1,1,CIS/4.3.2,PARTIAL: ibm.iks.network_policy_enabled ||| verifies cluster-level Calico add-on but not namespace-specific policies
ibm.iks.worker_pool.kubelet_config_ownership,ibm,iks,worker_pool,kubelet_config_ownership,CIS,1,1,CIS/3.1.4,(refined)
ibm.iks.worker_pool.kubelet_config_permissions,ibm,iks,worker_pool,kubelet_config_permissions,CIS,1,1,CIS/3.1.3,(refined)
ibm.is.instance.backup_policy,ibm,is,instance,backup_policy,CANADA_PBMM,1,1,CANADA_PBMM/CP-2(2),PARTIAL: ibm.is.instance.backup_policy ||| verifies backup configuration for VPC instances but not manual process execution
ibm.is.instance.baseline_image,ibm,is,instance,baseline_image,CANADA_PBMM,1,1,CANADA_PBMM/CM-2(1),PARTIAL: ibm.is.instance.baseline_image ||| verifies instance uses a catalog-approved image but not the full baseline configuration
ibm.is.instance.disaster_recovery,ibm,is,instance,disaster_recovery,CANADA_PBMM,1,1,CANADA_PBMM/CP-2(5),Check that IBM Cloud VPC instances have disaster recovery configured via snapshots with cross-region replication or backup plans.
ibm.is.instance.image,ibm,is,instance,image,CANADA_PBMM,1,1,CANADA_PBMM/CM-3(6),PARTIAL: ibm.is.instance.image ||| verifies image ID is set but not the enterprise catalog/approval workflow
ibm.is.instance.image_scan,ibm,is,instance,image_scan,NIST_800_171,1,1,NIST_800_171/3.14.5,PARTIAL: ibm.is.instance.image_scan ||| verifies config exists for trusted platform images but not custom images or real-time file scanning
ibm.is.instance.inventory,ibm,is,instance,inventory,CANADA_PBMM,1,1,CANADA_PBMM/CM-8(2),Check that all IBM VPC virtual server instances are tracked in an inventory system via resource tags or groups.; (refined)
ibm.is.instance.maintenance_policy,ibm,is,instance,maintenance_policy,CANADA_PBMM,1,1,CANADA_PBMM/MA-4(3),"PARTIAL: ibm.is.instance.maintenance_policy ||| verifies customer-managed maintenance policy on VPC instances, but nonlocal execution is governed by IBM suppor"
ibm.is.instance.recovery_config,ibm,is,instance,recovery_config,CANADA_PBMM,1,1,CANADA_PBMM/CP-2(4),(refined)
ibm.is.instance.trusted_image_i_b_m_cloud_v_p_c_virtual_serverscanverifytrustedimagesviacatalogorcustomimagessimilartoother_c_s_pscomputeservices.,ibm,is,instance,trusted_image_i_b_m_cloud_v_p_c_virtual_serverscanverifytrustedimagesviacatalogorcustomimagessimilartoother_c_s_pscomputeservices.,CANADA_PBMM,1,1,CANADA_PBMM/SI-7(1),(refined)
ibm.is.security_group.no_public_ingress,ibm,is,security_group,no_public_ingress,PCI_DSS,1,1,PCI_DSS/11.4.7,PARTIAL: ibm.is.security_group.no_public_ingress ||| verifies network isolation but not penetration testing support process
ibm.is.virtual_server.trusted_image,ibm,is,virtual_server,trusted_image,CANADA_PBMM,1,1,CANADA_PBMM/SI-7(1),(refined)
ibm.is.vpc.image.baselineverifiesinstanceusesanapprovedbaseimagebut_i_b_msimagemanagementislessstandardizedthanother_c_s_ps,ibm,is,vpc,image.baselineverifiesinstanceusesanapprovedbaseimagebut_i_b_msimagemanagementislessstandardizedthanother_c_s_ps,CANADA_PBMM,1,1,CANADA_PBMM/CM-2(3),(refined)
