rule_a,rule_b,csp,rule_type,decision,winner,reason
ibm.activity_tracker.route.is_configured,ibm.activity_tracker.route.status,ibm,config,DIFFERENT,A,"Rule A checks if a route is configured at all, while rule B checks route configuration status."
ibm.activity_tracker.route.kubernetes,ibm.activity_tracker.route.retention_enabled,ibm,config,DIFFERENT,A,"Rule A checks Kubernetes-specific routing, while rule B checks log retention enabling."
ibm.activity_tracker.route.kubernetes,ibm.activity_tracker.route.status,ibm,config,DIFFERENT,A,"Rule A checks Kubernetes route configuration, while rule B checks route status for monitoring."
ibm.activity_tracker.route.log_export_enabled,ibm.activity_tracker.route.retention_enabled,ibm,config,DIFFERENT,A,"Rule A checks if log export is enabled, while rule B checks if log retention is enabled."
ibm.activity_tracker.route.log_export_enabled,ibm.activity_tracker.tracker.activity_tracker_enabled,ibm,config,DIFFERENT,A,"Rule A checks log export on a route, while rule B checks if Activity Tracker itself is enabled."
ibm.activity_tracker.route.retention_enabled,ibm.activity_tracker.route.status,ibm,config,DIFFERENT,A,"Rule A checks log retention on a route, while rule B checks route status for monitoring."
ibm.activity_tracker.route.retention_enabled,ibm.activity_tracker.tracker.activity_tracker_enabled,ibm,config,DIFFERENT,A,"Rule A checks log retention on a route, while rule B checks if Activity Tracker itself is enabled."
ibm.activity_tracker.route.retention_enabled,ibm.activity_tracker.tracker.logging_enabled,ibm,config,DIFFERENT,A,"Rule A checks log retention on a route, while rule B checks platform audit logging."
ibm.activity_tracker.route.retention_enabled,ibm.activity_tracker.tracker.tracker_region_enabled,ibm,config,DIFFERENT,A,"Rule A checks log retention on a route, while rule B checks tracker region enablement."
ibm.activity_tracker.tracker.activity_tracker_enabled,ibm.activity_tracker.tracker.logging_enabled,ibm,config,DIFFERENT,A,"Rule A checks if Activity Tracker is enabled, while rule B checks platform audit logging."
ibm.activity_tracker.tracker.activity_tracker_enabled,ibm.activity_tracker.tracker.tracker_region_enabled,ibm,config,DIFFERENT,A,"A checks if Activity Tracker is enabled globally, B checks if it's enabled in a specific region."
ibm.activity_tracker.tracker.logging_enabled,ibm.activity_tracker.tracker.tracker_region_enabled,ibm,config,DIFFERENT,A,"A checks if logging is enabled for the tracker, B checks if the tracker is enabled in a specific region."
ibm.activitytracker.activity_log.disable,ibm.activitytracker.activity_log.iam_change,ibm,ciem,DIFFERENT,A,"A detects instance deletion or route removal, B monitors IAM policy and resource modifications."
ibm.activitytracker.activity_log.disable,ibm.activitytracker.activity_log.route_change,ibm,ciem,DIFFERENT,A,"A detects instance deletion or route removal, B detects modifications to routing or retention."
ibm.activitytracker.activity_log.disable,ibm.activitytracker.activity_log.route_delete,ibm,ciem,DIFFERENT,A,"A detects instance deletion or route removal, B specifically detects route deletions."
ibm.activitytracker.activity_log.iam_change,ibm.activitytracker.activity_log.route_change,ibm,ciem,DIFFERENT,A,"A monitors IAM and resource changes, B detects routing or retention modifications."
ibm.activitytracker.activity_log.route_change,ibm.activitytracker.activity_log.route_delete,ibm,ciem,DIFFERENT,A,"A detects modifications to routes, B specifically detects deletions of routes."
ibm.activitytracker.activity_log.route_delete,ibm.activitytracker.audit.route_delete,ibm,ciem,DIFFERENT,A,"A detects route deletions, B detects IAM key creation followed by route deletion (a more specific sequence)."
ibm.activitytracker.audit.config_change,ibm.activitytracker.audit.config_modified,ibm,ciem,DIFFERENT,A,"Rule A detects false positive notes on findings, while rule B detects changes to instance configuration like archive settings."
ibm.activitytracker.audit.config_change,ibm.activitytracker.audit.log_config_change,ibm,ciem,DIFFERENT,A,"Rule A detects false positive notes on findings, while rule B detects modifications to retention/archiving settings."
ibm.activitytracker.audit.config_modified,ibm.activitytracker.audit.log_config_change,ibm,ciem,SAME,B,"Both detect changes to Activity Tracker configuration, with rule B more specifically focused on retention/archiving settings."
ibm.activitytracker.audit.disable,ibm.activitytracker.audit.event_routing_disable,ibm,ciem,SAME,B,"Both detect disabling or routing changes to Activity Tracker, with rule B more specifically focused on event routing disable."
ibm.activitytracker.audit.disable,ibm.activitytracker.audit.reduction,ibm,ciem,SAME,B,"Both detect disabling or routing changes/suppression, with rule B more specifically focused on route deletions or event suppression."
ibm.activitytracker.audit.event_route_delete,ibm.activitytracker.audit.event_routing_delete,ibm,ciem,SAME,B,"Both detect deletion of event routing, with rule B more specifically mentioning notification channels and broader context."
ibm.activitytracker.audit.event_route_delete,ibm.activitytracker.audit.route_delete,ibm,ciem,SAME,B,"Both detect API key creation combined with event route deletion, with rule B more clearly describing the sequence."
ibm.activitytracker.audit.event_routing_delete,ibm.activitytracker.audit.event_routing_disable,ibm,ciem,DIFFERENT,A,"Rule A detects deletion of event routing, while rule B detects disabling of event routing; these are distinct actions."
ibm.activitytracker.audit.event_routing_delete,ibm.activitytracker.audit.route_delete,ibm,ciem,DIFFERENT,A,"A detects deletion of event routing/notification channels, B detects a specific chain of IAM key creation then route deletion."
ibm.activitytracker.audit.log_export_delete,ibm.activitytracker.audit.route_delete,ibm,ciem,DIFFERENT,A,"A detects export or deletion of events, B detects a specific chain of IAM key creation then route deletion."
ibm.activitytracker.audit.log_export_delete,ibm.activitytracker.chain.log_export_delete,ibm,ciem,DIFFERENT,A,"A detects export/deletion of Activity Tracker events, B detects disabling of Security Advisor alerts or deletion of Activity Tracker events."
ibm.activitytracker.chain.export_suppress,ibm.activitytracker.chain.log_export_delete,ibm,ciem,UNSURE,A,"Both involve chained actions and Activity Tracker modifications, but descriptions are too vague to confirm identical checks."
ibm.activitytracker.collection.enabled,ibm.activitytracker.route.enabled,ibm,config,DIFFERENT,A,"A verifies audit logging collection is enabled, B verifies event routing is enabled (distinct functions)."
ibm.cos.backup.bucket_configured,ibm.cos.bucket.tls_version_configured,ibm,config,DIFFERENT,A,"A checks for backup bucket configuration, B checks for TLS version configuration on buckets."
ibm.cos.bucket.encryption_state,ibm.cos.bucket.kms_encryption,ibm,config,DIFFERENT,A,"A checks for SSE enabled (general encryption), B checks for KMS encryption (specific key management)."
ibm.cos.bucket.encryption_state,ibm.cos.s3.bucket_encryption_enabled,ibm,config,SAME,B,Both check for bucket encryption at rest; B's name and CCCS reference are more specific and conventional.
ibm.cos.bucket.kms_encryption,ibm.cos.s3.bucket_encryption_enabled,ibm,config,SAME,A,"Both check for bucket encryption, but A specifies KMS encryption which is a more precise and secure standard."
ibm.cos.bucket.logging_enabled,ibm.cos.bucket.replication_enabled,ibm,config,DIFFERENT,A,"A checks for audit logging, while B checks for replication for disaster recovery; distinct security aspects."
ibm.cos.bucket.logging_enabled,ibm.cos.bucket.server_access_logging_enabled,ibm,config,SAME,B,"Both check for logging, but B specifies server access logging which is a more specific and common audit requirement."
ibm.cos.bucket.logging_enabled,ibm.cos.bucket.versioning.enabled,ibm,config,DIFFERENT,A,"A checks for audit logging, while B checks for versioning for data storage; distinct security aspects."
ibm.cos.bucket.logging_enabled,ibm.cos.bucket.versioning_enabled,ibm,config,DIFFERENT,A,"A checks for audit logging, while B checks for versioning for data recovery; distinct security aspects."
ibm.cos.bucket.logging_enabled,ibm.cos.s3.bucket_encryption_enabled,ibm,config,DIFFERENT,A,"A checks for audit logging, while B checks for bucket encryption; distinct security aspects."
ibm.cos.bucket.replication_enabled,ibm.cos.bucket.versioning.enabled,ibm,config,DIFFERENT,A,"A checks for replication for disaster recovery, while B checks for versioning for data storage; distinct security aspects."
ibm.cos.bucket.replication_enabled,ibm.cos.bucket.versioning_enabled,ibm,config,DIFFERENT,A,"A checks for replication for disaster recovery, while B checks for versioning for data recovery; distinct security aspects."
ibm.cos.bucket.secure_transport_policy,ibm.cos.bucket.tls_policy,ibm,config,SAME,B,"Both check for secure transport/TLS policies, but Rule B is more specific about requiring TLS 1.2, making it clearer."
ibm.cos.bucket.temporary_token_expiry,ibm.cos.bucket.temporary_url_expiry,ibm,config,SAME,B,"Both check expiration settings for temporary access, but ""temporary_url_expiry"" is a more precise and conventional term."
ibm.cos.bucket.tls_policy,ibm.cos.bucket.tls_version_configured,ibm,config,SAME,A,"Both check TLS configuration; ""tls_policy"" is a broader, more standard term, while ""tls_version_configured"" is more implementation-specific."
ibm.cos.bucket.versioning.enabled,ibm.cos.bucket.versioning_enabled,ibm,config,SAME,B,"Both check if bucket versioning is enabled; Rule B's description is clearer, explicitly mentioning data recovery."
ibm.iam.activity_log.access_policy_modify,ibm.iam.activity_log.delete_policy,ibm,ciem,DIFFERENT,A,"Rule A detects policy modifications, while rule B specifically detects policy deletions."
ibm.iam.activity_log.access_policy_modify,ibm.iam.activity_log.mfa_policy_change,ibm,ciem,DIFFERENT,A,"Rule A detects general access policy changes, while rule B specifically detects MFA policy changes."
ibm.iam.activity_log.access_policy_modify,ibm.iam.activity_log.modify_instance_profile,ibm,ciem,DIFFERENT,A,"Rule A detects IAM access policy changes, while rule B detects modifications to instance profiles."
ibm.iam.activity_log.access_policy_modify,ibm.iam.activity_log.policy_update,ibm,ciem,SAME,A,Both rules detect IAM policy updates/changes; descriptions are functionally identical.
ibm.iam.activity_log.account_invite,ibm.iam.activity_log.anomaly,ibm,ciem,DIFFERENT,B,"Rule A monitors external user invitations, while rule B detects activity tracking suppression and anomalous IAM actions."
ibm.iam.activity_log.anomaly,ibm.iam.activity_log.api_key,ibm,ciem,DIFFERENT,B,"Rule A detects activity tracking anomalies, while rule B monitors API key generation and policy attachments."
