rule_id,provider,complexity,severity,rule_type,controls_unlocked,frameworks_unlocked,framework_sample,control_sample
k8s.audit.chain.proxy_evasion,k8s,L7_CIEM_CHAIN,HIGH,ciem,1,1,CANADA_PBMM,CANADA_PBMM/CCCS CA-7(1)
k8s.audit.chain.r_b_a_c_delete_pod_logs,k8s,L7_CIEM_CHAIN,HIGH,ciem,1,1,NIST_800_171,NIST_800_171/3_6_3
k8s.audit.chain.rolebind_priv_esc_then_delete_events,k8s,L7_CIEM_CHAIN,HIGH,ciem,1,1,SOC2,SOC2/P6.6
k8s.audit.chain.rolebinding_impersonate,k8s,L7_CIEM_CHAIN,HIGH,ciem,1,1,NIST_800_171,NIST_800_171/3_12_2
k8s.chain.pod_privilege_escape,k8s,L7_CIEM_CHAIN,HIGH,ciem,1,1,PCI_DSS,PCI_DSS/10.7.1
k8s.chain.privilege_escalation_init,k8s,L7_CIEM_CHAIN,HIGH,ciem,1,1,CIS_K8S,CIS_K8S/2.1.1
k8s.container.chain.image_pull_exec,k8s,L7_CIEM_CHAIN,HIGH,ciem,1,1,NIST_800_171,NIST_800_171/3_7_4
k8s.daemonset.chain.auditd_bypass,k8s,L7_CIEM_CHAIN,HIGH,ciem,1,1,CIS_GCP,CIS_GCP/5.7.2
k8s.daemonset.chain.patch_evasion,k8s,L7_CIEM_CHAIN,HIGH,ciem,1,1,CIS_AWS,CIS_AWS/10.7
k8s.network.chain.voip_pod_deployment,k8s,L7_CIEM_CHAIN,HIGH,ciem,1,1,NIST_800_171,NIST_800_171/3_13_14
k8s.node.chain.time_ntp_disable,k8s,L7_CIEM_CHAIN,HIGH,ciem,1,1,PCI_DSS,PCI_DSS/10.6.1
k8s.storage.chain.pv_delete_pod_evict,k8s,L7_CIEM_CHAIN,HIGH,ciem,1,1,NIST_800_171,NIST_800_171/3_8_3
k8s.workload.chain.create_configmap_then_pod,k8s,L7_CIEM_CHAIN,HIGH,ciem,1,1,NIST_800_171,NIST_800_171/3_13_13
oci.audit.chain.config_deletion,oracle,L7_CIEM_CHAIN,HIGH,ciem,1,1,NIST_800_171,NIST_800_171/3_12_2
oci.audit.chain.log_compromise,oracle,L7_CIEM_CHAIN,HIGH,ciem,1,1,CANADA_PBMM,CANADA_PBMM/CCCS AU-8(1)
oci.compute.chain.remove_agent,oracle,L7_CIEM_CHAIN,HIGH,ciem,1,1,CANADA_PBMM,CANADA_PBMM/CCCS SI-3(1)
oci.events.chain.agent_stop_and_tag,oracle,L7_CIEM_CHAIN,HIGH,ciem,1,1,CANADA_PBMM,CANADA_PBMM/CCCS SI-3(2)
oci.iam.chain.api_to_console_bypass,oracle,L7_CIEM_CHAIN,HIGH,ciem,1,1,CIS_ALICLOUD,CIS_ALICLOUD/1.5
oci.iam.chain.mfa_bypass,oracle,L7_CIEM_CHAIN,HIGH,ciem,1,1,CANADA_PBMM,CANADA_PBMM/CCCS IR-7(2)
oci.identity.chain.compartment_bypass,oracle,L7_CIEM_CHAIN,HIGH,ciem,1,1,PCI_DSS,PCI_DSS/10.7.1
oci.identity.chain.group_policy_modify,oracle,L7_CIEM_CHAIN,HIGH,ciem,1,1,CIS_AZURE,CIS_AZURE/5.3.2
oci.loadbalancer.chain.ssl_cipher_update_and_listener_modify,oracle,L7_CIEM_CHAIN,HIGH,ciem,1,1,CIS_AWS,CIS_AWS/10.3
oci.osmanagement.chain.auditd_disable,oracle,L7_CIEM_CHAIN,HIGH,ciem,1,1,CIS_GCP,CIS_GCP/5.7.2
oci.vulnerabilityscanning.chain.agent_tamper,oracle,L7_CIEM_CHAIN,HIGH,ciem,1,1,CANADA_PBMM,CANADA_PBMM/CCCS SI-3(7)
alicloud.api.gateway.authorization_enabled,alicloud,L1_API_BOOLEAN,MEDIUM,config,0,0,,
alicloud.oss.bucket.encryption_enabled,alicloud,L1_API_BOOLEAN,HIGH,config,0,0,,
alicloud.oss.bucket.replication_enabled,alicloud,L1_API_BOOLEAN,MEDIUM,config,0,0,,
alicloud.waf.global.webacl_logging_enabled,alicloud,L1_API_BOOLEAN,MEDIUM,config,0,0,,
azure.aks.cluster.audit_logging_enabled,azure,L1_API_BOOLEAN,MEDIUM,config,0,0,,
azure.apimanagement.api.authorization_enabled,azure,L1_API_BOOLEAN,MEDIUM,config,0,0,,
azure.apimanagement.api.client_certificate_enabled,azure,L1_API_BOOLEAN,MEDIUM,config,0,0,,
azure.securitycenter.security_alert_notifications_enabled,azure,L1_API_BOOLEAN,MEDIUM,config,0,0,,
azure.storage.bucket.lifecycle_enabled,azure,L1_API_BOOLEAN,MEDIUM,config,0,0,,
azure.storage.immutable.blob_enabled,azure,L1_API_BOOLEAN,MEDIUM,config,0,0,,
gcp.app.engine.managed_updates_enabled,gcp,L1_API_BOOLEAN,MEDIUM,config,0,0,,
gcp.cloudfunctions.function.url_authentication_enabled,gcp,L1_API_BOOLEAN,MEDIUM,config,0,0,,
gcp.dataproc.cluster.automatic_upgrades_enabled,gcp,L1_API_BOOLEAN,MEDIUM,config,0,0,,
gcp.gke.cluster.autoscaling_enabled,gcp,L1_API_BOOLEAN,MEDIUM,config,0,0,,
gcp.iam.account.access_approval_enabled,gcp,L1_API_BOOLEAN,MEDIUM,config,0,0,,
gcp.loadbalancing.deletion_protection_enabled,gcp,L1_API_BOOLEAN,MEDIUM,config,0,0,,
gcp.loadbalancing.logging_enabled,gcp,L1_API_BOOLEAN,MEDIUM,config,0,0,,
gcp.monitoring.cpu.utilization_alert_enabled,gcp,L1_API_BOOLEAN,MEDIUM,config,0,0,,
gcp.monitoring.log.group_kms_encryption_enabled,gcp,L1_API_BOOLEAN,HIGH,config,0,0,,
gcp.monitoring.memory.utilization_alert_enabled,gcp,L1_API_BOOLEAN,MEDIUM,config,0,0,,
gcp.sql.instance.enhanced_monitoring_enabled,gcp,L1_API_BOOLEAN,MEDIUM,config,0,0,,
gcp.sql.instance.high_availability_enabled,gcp,L1_API_BOOLEAN,MEDIUM,config,0,0,,
gcp.storage.bucket.replication_enabled,gcp,L1_API_BOOLEAN,MEDIUM,config,0,0,,
ibm.activity_tracker.cos_dataevents_read_enabled,ibm,L1_API_BOOLEAN,MEDIUM,config,0,0,,
ibm.activity_tracker.monitoring_api_log_enabled,ibm,L1_API_BOOLEAN,MEDIUM,config,0,0,,
ibm.cdn.distributions.origin_traffic_encrypted,ibm,L1_API_BOOLEAN,MEDIUM,config,0,0,,
ibm.cloud_databases.cluster.minor_version_upgrade_enabled,ibm,L1_API_BOOLEAN,MEDIUM,config,0,0,,
ibm.cloud_databases.instance.iam_authentication_enabled,ibm,L1_API_BOOLEAN,MEDIUM,config,0,0,,
ibm.cloud_databases.opensearch.service_domains_audit_logging_enabled,ibm,L1_API_BOOLEAN,MEDIUM,config,0,0,,
ibm.cloud_databases.opensearch.service_domains_internal_user_database_enabled,ibm,L1_API_BOOLEAN,MEDIUM,config,0,0,,
ibm.cloud_databases.opensearch.service_domains_monitoring_logging_enabled,ibm,L1_API_BOOLEAN,MEDIUM,config,0,0,,
ibm.cloud_databases.opensearch.service_domains_node_to_node_encryption_enabled,ibm,L1_API_BOOLEAN,HIGH,config,0,0,,
ibm.cloud_databases.redis.cluster_backup_enabled,ibm,L1_API_BOOLEAN,MEDIUM,config,0,0,,
ibm.cloud_databases.service.domains_audit_logging_enabled,ibm,L1_API_BOOLEAN,MEDIUM,config,0,0,,
ibm.cloud_databases.service.domains_node_to_node_encryption_enabled,ibm,L1_API_BOOLEAN,HIGH,config,0,0,,
ibm.code.engine.managed_updates_enabled,ibm,L1_API_BOOLEAN,MEDIUM,config,0,0,,
ibm.cos.bucket.ibm_services_trusted_access_enabled,ibm,L1_API_BOOLEAN,MEDIUM,config,0,0,,
ibm.iam.sa.user_managed_key_unused_disabled,ibm,L1_API_BOOLEAN,MEDIUM,config,0,0,,
ibm.kafka.cluster.in_transit_encryption_enabled,ibm,L1_API_BOOLEAN,HIGH,config,0,0,,
ibm.kms.key.cmk_not_multi_region_enabled,ibm,L1_API_BOOLEAN,HIGH,config,0,0,,
ibm.load.balancer.deletion_protection_enabled,ibm,L1_API_BOOLEAN,MEDIUM,config,0,0,,
ibm.monitoring.log.group_kms_encryption_enabled,ibm,L1_API_BOOLEAN,HIGH,config,0,0,,
ibm.mq.broker.logging_enabled,ibm,L1_API_BOOLEAN,MEDIUM,config,0,0,,
ibm.security_advisor.iks_audit_log_enabled,ibm,L1_API_BOOLEAN,MEDIUM,config,0,0,,
ibm.vsi.block_storage.public_snapshot_enabled,ibm,L1_API_BOOLEAN,MEDIUM,config,0,0,,
ibm.vsi.block_storage.snapshots_encrypted,ibm,L1_API_BOOLEAN,MEDIUM,config,0,0,,
ibm.vsi.instance.metadata_service_enabled,ibm,L1_API_BOOLEAN,MEDIUM,config,0,0,,
ibm.vsi.vulnerability.scan_enabled,ibm,L1_API_BOOLEAN,MEDIUM,config,0,0,,
ibm.watson.studio.notebook_instance_encryption_enabled,ibm,L1_API_BOOLEAN,HIGH,config,0,0,,
oci.database.autonomous_database.automatic_upgrades_enabled,oracle,L1_API_BOOLEAN,MEDIUM,config,0,0,,
oci.opensearch.service.domains_encryption_at_rest_enabled,oracle,L1_API_BOOLEAN,HIGH,config,0,0,,
oci.opensearch.service.domains_monitoring_logging_enabled,oracle,L1_API_BOOLEAN,MEDIUM,config,0,0,,
oci.opensearch.service.domains_node_to_node_encryption_enabled,oracle,L1_API_BOOLEAN,HIGH,config,0,0,,
alicloud.bastionhost.instance.enabled,alicloud,L2_API_CONFIG,MEDIUM,config,0,0,,
alicloud.kms.cmk.not_multi_region_enforced,alicloud,L2_API_CONFIG,HIGH,config,0,0,,
alicloud.kms.key.not_publicly_accessible_enforced,alicloud,L2_API_CONFIG,HIGH,config,0,0,,
alicloud.mns.topic.subscription_configured,alicloud,L2_API_CONFIG,MEDIUM,config,0,0,,
alicloud.oss.website.https_only,alicloud,L2_API_CONFIG,HIGH,config,0,0,,
alicloud.ram.role.kms_enforce_separation_of_duties_configured,alicloud,L2_API_CONFIG,HIGH,config,0,0,,
alicloud.ram.role.sa_enforce_separation_of_duties_configured,alicloud,L2_API_CONFIG,MEDIUM,config,0,0,,
alicloud.ram.securityaudit.role_created_configured,alicloud,L2_API_CONFIG,MEDIUM,config,0,0,,
alicloud.ram.support.role_created_configured,alicloud,L2_API_CONFIG,MEDIUM,config,0,0,,
alicloud.slb.alb.https_redirect_configured,alicloud,L2_API_CONFIG,HIGH,config,0,0,,
alicloud.tablestore.encryption.enabled,alicloud,L2_API_CONFIG,HIGH,config,0,0,,
alicloud.tablestore.pitr.enabled,alicloud,L2_API_CONFIG,MEDIUM,config,0,0,,
aws.inspector.assessment.enabled,aws,L2_API_CONFIG,MEDIUM,config,0,0,,
azure.app.function.not_publicly_accessible_enforced,azure,L2_API_CONFIG,HIGH,config,0,0,,
azure.compute.disk.delete_option_configured,azure,L2_API_CONFIG,MEDIUM,config,0,0,,
azure.devops.project.no_secrets_in_variables_enforced,azure,L2_API_CONFIG,MEDIUM,config,0,0,,
azure.monitor.diagnostic_setting.kubernetes_configured,azure,L2_API_CONFIG,MEDIUM,config,0,0,,
azure.sentinel.data_connector.is_configured,azure,L2_API_CONFIG,MEDIUM,config,0,0,,
gcp.apigateway.gateway.https_required,gcp,L2_API_CONFIG,HIGH,config,0,0,,
gcp.cloudfunctions.function.not_publicly_accessible_enforced,gcp,L2_API_CONFIG,HIGH,config,0,0,,
gcp.compute.alb.https_redirect_configured,gcp,L2_API_CONFIG,HIGH,config,0,0,,
gcp.compute.autoscaler.configured,gcp,L2_API_CONFIG,MEDIUM,config,0,0,,
gcp.compute.disk.delete_rule_configured,gcp,L2_API_CONFIG,MEDIUM,config,0,0,,
gcp.compute.instance.backup_policy_configured,gcp,L2_API_CONFIG,MEDIUM,config,0,0,,
gcp.compute.instance.older_than_specific_days_configured,gcp,L2_API_CONFIG,MEDIUM,config,0,0,,
gcp.compute.network.default_in_use_configured,gcp,L2_API_CONFIG,MEDIUM,config,0,0,,
gcp.dataproc.cluster.maintenance_window_configured,gcp,L2_API_CONFIG,MEDIUM,config,0,0,,
gcp.iam.audit_config.kubernetes_configured,gcp,L2_API_CONFIG,MEDIUM,config,0,0,,
gcp.iam.group.has_users_check,gcp,L2_API_CONFIG,MEDIUM,config,0,0,,
gcp.iam.no.guest_accounts_with_permissions_restricted,gcp,L2_API_CONFIG,MEDIUM,config,0,0,,
gcp.logging.sink.filter_expression_configured,gcp,L2_API_CONFIG,MEDIUM,config,0,0,,
gcp.logging.sink.kubernetes_audit_configured,gcp,L2_API_CONFIG,MEDIUM,config,0,0,,
gcp.logging.sink.pubsub_destination_configured,gcp,L2_API_CONFIG,MEDIUM,config,0,0,,
gcp.securitycenter.organization.enabled,gcp,L2_API_CONFIG,MEDIUM,config,0,0,,
gcp.sql.backup.retention_configured,gcp,L2_API_CONFIG,MEDIUM,config,0,0,,
gcp.sql.connection.credentials_in_secret_manager_configured,gcp,L2_API_CONFIG,MEDIUM,config,0,0,,
gcp.storage.multi.region_configured,gcp,L2_API_CONFIG,MEDIUM,config,0,0,,
gcp.storage.website.https_only,gcp,L2_API_CONFIG,HIGH,config,0,0,,
ibm.activity_tracker.multi_region_enabled_logging_management_events_configured,ibm,L2_API_CONFIG,MEDIUM,config,0,0,,
ibm.activity_tracker.threat_detection_enumeration_configured,ibm,L2_API_CONFIG,MEDIUM,config,0,0,,
ibm.activity_tracker.threat_detection_llm_jacking_configured,ibm,L2_API_CONFIG,MEDIUM,config,0,0,,
ibm.api.connect.restapi_waf_acl_attached_configured,ibm,L2_API_CONFIG,MEDIUM,config,0,0,,
ibm.cloud_databases.auto.minor_version_upgrade_configured,ibm,L2_API_CONFIG,MEDIUM,config,0,0,,
ibm.cloud_databases.instance.protected_by_backup_plan_configured,ibm,L2_API_CONFIG,MEDIUM,config,0,0,,
ibm.cloud_databases.opensearch.service_domains_fault_tolerant_data_nodes_configured,ibm,L2_API_CONFIG,MEDIUM,config,0,0,,
ibm.cloud_databases.opensearch.service_domains_fault_tolerant_master_nodes_configured,ibm,L2_API_CONFIG,MEDIUM,config,0,0,,
ibm.cloud_databases.opensearch.service_domains_not_publicly_accessible_restricted,ibm,L2_API_CONFIG,HIGH,config,0,0,,
ibm.direct_link.connection.redundancy_configured,ibm,L2_API_CONFIG,MEDIUM,config,0,0,,
ibm.direct_link.virtual.interface_redundancy_configured,ibm,L2_API_CONFIG,MEDIUM,config,0,0,,
ibm.dns.dnssec.disabled,ibm,L2_API_CONFIG,MEDIUM,config,0,0,,
ibm.dns.rsasha1.in_use_to_zone_sign_in_dnssec_configured,ibm,L2_API_CONFIG,MEDIUM,config,0,0,,
ibm.functions.app.access_keys_configured,ibm,L2_API_CONFIG,MEDIUM,config,0,0,,
ibm.functions.app.identity_without_admin_privileges_configured,ibm,L2_API_CONFIG,MEDIUM,config,0,0,,
ibm.functions.function.not_publicly_accessible_enforced,ibm,L2_API_CONFIG,HIGH,config,0,0,,
ibm.iam.avoid.root_usage_configured,ibm,L2_API_CONFIG,HIGH,config,0,0,,
ibm.iam.no.guest_accounts_with_permissions_restricted,ibm,L2_API_CONFIG,MEDIUM,config,0,0,,
ibm.iam.role.kms_enforce_separation_of_duties_configured,ibm,L2_API_CONFIG,HIGH,config,0,0,,
ibm.iam.role.sa_enforce_separation_of_duties_configured,ibm,L2_API_CONFIG,MEDIUM,config,0,0,,
ibm.iam.sa.no_user_managed_keys_enforced,ibm,L2_API_CONFIG,MEDIUM,config,0,0,,
ibm.iks.cluster.authorization_mode_check,ibm,L2_API_CONFIG,MEDIUM,config,0,0,,
ibm.load.balancer.waf_acl_attached_configured,ibm,L2_API_CONFIG,MEDIUM,config,0,0,,
ibm.log_analysis.log_metric_filter.alarm_configured,ibm,L2_API_CONFIG,MEDIUM,config,0,0,,
ibm.monitoring.log.group_no_secrets_in_logs_configured,ibm,L2_API_CONFIG,MEDIUM,config,0,0,,
ibm.monitoring.log.group_not_publicly_accessible_restricted,ibm,L2_API_CONFIG,HIGH,config,0,0,,
ibm.monitoring.log.metric_filter_root_usage_configured,ibm,L2_API_CONFIG,HIGH,config,0,0,,
ibm.monitoring.log.metric_filter_unauthorized_api_calls_configured,ibm,L2_API_CONFIG,MEDIUM,config,0,0,,
ibm.network.bastion.host_exists,ibm,L2_API_CONFIG,MEDIUM,config,0,0,,
ibm.network.flow.log_more_than_90_days_configured,ibm,L2_API_CONFIG,MEDIUM,config,0,0,,
ibm.vpc.block_storage.volume_protected_by_backup_plan_configured,ibm,L2_API_CONFIG,MEDIUM,config,0,0,,
ibm.vpc.subnet.different_az_configured,ibm,L2_API_CONFIG,MEDIUM,config,0,0,,
ibm.vpc.vpn.ike_policy_configured,ibm,L2_API_CONFIG,MEDIUM,config,0,0,,
ibm.vsi.backup.enabled,ibm,L2_API_CONFIG,MEDIUM,config,0,0,,
ibm.vsi.block_storage.snapshot_account_block_public_access_restricted,ibm,L2_API_CONFIG,HIGH,config,0,0,,
ibm.vsi.block_storage.volume_protected_by_backup_plan_configured,ibm,L2_API_CONFIG,MEDIUM,config,0,0,,
ibm.vsi.block_storage.volume_snapshots_exists,ibm,L2_API_CONFIG,MEDIUM,config,0,0,,
ibm.vsi.instance.internet_facing_with_instance_profile_configured,ibm,L2_API_CONFIG,MEDIUM,config,0,0,,
ibm.vsi.instance.paravirtual_type_configured,ibm,L2_API_CONFIG,MEDIUM,config,0,0,,
ibm.vsi.instance.port_cassandra_exposed_to_internet_configured,ibm,L2_API_CONFIG,MEDIUM,config,0,0,,
ibm.vsi.instance.port_cifs_exposed_to_internet_configured,ibm,L2_API_CONFIG,MEDIUM,config,0,0,,
ibm.vsi.instance.port_elasticsearch_kibana_exposed_to_internet_configured,ibm,L2_API_CONFIG,MEDIUM,config,0,0,,
ibm.vsi.instance.port_ftp_exposed_to_internet_configured,ibm,L2_API_CONFIG,MEDIUM,config,0,0,,
ibm.vsi.instance.port_kafka_exposed_to_internet_configured,ibm,L2_API_CONFIG,MEDIUM,config,0,0,,
ibm.vsi.instance.port_kerberos_exposed_to_internet_configured,ibm,L2_API_CONFIG,MEDIUM,config,0,0,,
ibm.vsi.instance.port_ldap_exposed_to_internet_configured,ibm,L2_API_CONFIG,MEDIUM,config,0,0,,
ibm.vsi.instance.port_memcached_exposed_to_internet_configured,ibm,L2_API_CONFIG,MEDIUM,config,0,0,,
ibm.vsi.instance.port_mongodb_exposed_to_internet_configured,ibm,L2_API_CONFIG,MEDIUM,config,0,0,,
ibm.vsi.instance.port_mysql_exposed_to_internet_configured,ibm,L2_API_CONFIG,MEDIUM,config,0,0,,
ibm.vsi.instance.port_oracle_exposed_to_internet_configured,ibm,L2_API_CONFIG,MEDIUM,config,0,0,,
ibm.vsi.instance.port_postgresql_exposed_to_internet_configured,ibm,L2_API_CONFIG,MEDIUM,config,0,0,,
ibm.vsi.instance.port_rdp_exposed_to_internet_configured,ibm,L2_API_CONFIG,MEDIUM,config,0,0,,
ibm.vsi.instance.port_redis_exposed_to_internet_configured,ibm,L2_API_CONFIG,MEDIUM,config,0,0,,
ibm.vsi.instance.port_sqlserver_exposed_to_internet_configured,ibm,L2_API_CONFIG,MEDIUM,config,0,0,,
ibm.vsi.instance.port_ssh_exposed_to_internet_configured,ibm,L2_API_CONFIG,MEDIUM,config,0,0,,
ibm.vsi.instance.port_telnet_exposed_to_internet_configured,ibm,L2_API_CONFIG,MEDIUM,config,0,0,,
ibm.vsi.instance.profile_attached_configured,ibm,L2_API_CONFIG,MEDIUM,config,0,0,,
ibm.vsi.instance.uses_single_eni_configured,ibm,L2_API_CONFIG,MEDIUM,config,0,0,,
ibm.vsi.profile.metadata_service_required,ibm,L2_API_CONFIG,MEDIUM,config,0,0,,
ibm.vsi.profile.no_secrets_enforced,ibm,L2_API_CONFIG,MEDIUM,config,0,0,,
ibm.vsi.transitgateway.auto_accept_vpc_attachments_configured,ibm,L2_API_CONFIG,MEDIUM,config,0,0,,
ibm.watson.studio.notebook_instance_without_direct_internet_access_configured,ibm,L2_API_CONFIG,MEDIUM,config,0,0,,
k8s.audit.policy.log_backend_configured,k8s,L2_API_CONFIG,MEDIUM,config,0,0,,
k8s.rbac.service_account.secret_mounts_configured,k8s,L2_API_CONFIG,MEDIUM,config,0,0,,
oci.cloudguard.target.enabled,oracle,L2_API_CONFIG,MEDIUM,config,0,0,,
oci.containerregistry.not.publicly_accessible_restricted,oracle,L2_API_CONFIG,HIGH,config,0,0,,
oci.database.autonomous_database.maintenance_window_configured,oracle,L2_API_CONFIG,MEDIUM,config,0,0,,
oci.functions.function.dynamic_group_least_privilege_enforced,oracle,L2_API_CONFIG,MEDIUM,config,0,0,,
oci.iam.role.kms_enforce_separation_of_duties_configured,oracle,L2_API_CONFIG,HIGH,config,0,0,,
oci.iam.role.sa_enforce_separation_of_duties_configured,oracle,L2_API_CONFIG,MEDIUM,config,0,0,,
oci.identity.securityaudit.role_created_configured,oracle,L2_API_CONFIG,MEDIUM,config,0,0,,
oci.identity.support.role_created_configured,oracle,L2_API_CONFIG,MEDIUM,config,0,0,,
oci.logging.log_group.sink_configured,oracle,L2_API_CONFIG,MEDIUM,config,0,0,,
oci.objectstorage.bucket.ssl_enforced,oracle,L2_API_CONFIG,HIGH,config,0,0,,
oci.oke.cluster.admin_access_least_privilege_enforced,oracle,L2_API_CONFIG,MEDIUM,config,0,0,,
oci.opensearch.service.domains_fault_tolerant_data_nodes_configured,oracle,L2_API_CONFIG,MEDIUM,config,0,0,,
oci.opensearch.service.domains_fault_tolerant_master_nodes_configured,oracle,L2_API_CONFIG,MEDIUM,config,0,0,,
oci.opensearch.service.domains_https_communications_enforced,oracle,L2_API_CONFIG,HIGH,config,0,0,,
oci.vault.secret.expiration_set,oracle,L2_API_CONFIG,MEDIUM,config,0,0,,
alicloud.vpc.endpoint.for_ecs_enabled,alicloud,L3_API_LIST_CROSS,MEDIUM,config,0,0,,
alicloud.vpc.endpoint.services_allowed_principals_trust_boundaries_configured,alicloud,L3_API_LIST_CROSS,MEDIUM,config,0,0,,
azure.cdn.endpoint.origin_traffic_encrypted,azure,L3_API_LIST_CROSS,MEDIUM,config,0,0,,
ibm.vpc.endpoint.for_vsi_enabled,ibm,L3_API_LIST_CROSS,MEDIUM,config,0,0,,
ibm.vpc.endpoint.multi_az_enabled,ibm,L3_API_LIST_CROSS,MEDIUM,config,0,0,,
ibm.vpc.endpoint.services_allowed_principals_trust_boundaries_configured,ibm,L3_API_LIST_CROSS,MEDIUM,config,0,0,,
ibm.vpc.networkacl.allow_ingress_tcp_port_22_restricted,ibm,L3_API_LIST_CROSS,MEDIUM,config,0,0,,
ibm.vpc.networkacl.allow_ingress_tcp_port_3389_restricted,ibm,L3_API_LIST_CROSS,MEDIUM,config,0,0,,
ibm.vpc.peering.routing_tables_with_least_privilege_enforced,ibm,L3_API_LIST_CROSS,MEDIUM,config,0,0,,
ibm.vsi.networkacl.allow_ingress_tcp_port_22_restricted,ibm,L3_API_LIST_CROSS,MEDIUM,config,0,0,,
ibm.vsi.networkacl.allow_ingress_tcp_port_3389_restricted,ibm,L3_API_LIST_CROSS,MEDIUM,config,0,0,,
ibm.vsi.networkacl.unused_disabled,ibm,L3_API_LIST_CROSS,MEDIUM,config,0,0,,
ibm.vsi.securitygroup.allow_ingress_from_internet_to_any_port_restricted,ibm,L3_API_LIST_CROSS,MEDIUM,config,0,0,,
ibm.vsi.securitygroup.allow_ingress_from_internet_to_tcp_port_telnet_23_restricted,ibm,L3_API_LIST_CROSS,MEDIUM,config,0,0,,
ibm.vsi.securitygroup.common_ports_restricted,ibm,L3_API_LIST_CROSS,MEDIUM,config,0,0,,
ibm.vsi.securitygroup.from_launch_wizard_configured,ibm,L3_API_LIST_CROSS,MEDIUM,config,0,0,,
ibm.vsi.securitygroup.not_used_enforced,ibm,L3_API_LIST_CROSS,MEDIUM,config,0,0,,
ibm.vsi.securitygroup.with_many_ingress_egress_rules_configured,ibm,L3_API_LIST_CROSS,MEDIUM,config,0,0,,
oci.oke.endpoints.not_publicly_accessible_enforced,oracle,L3_API_LIST_CROSS,HIGH,config,0,0,,
alicloud.ram.user.no_inline_policies_enforced,alicloud,L4_POLICY_PARSE,MEDIUM,config,0,0,,
ibm.iam.user.no_inline_policies_enforced,ibm,L4_POLICY_PARSE,MEDIUM,config,0,0,,
alicloud.actiontrail.activity_log.critical_gap,alicloud,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
alicloud.actiontrail.activity_log.ram_change,alicloud,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
alicloud.actiontrail.activity_log.review_anomaly,alicloud,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
alicloud.ecs.activity_log.modify_security_group,alicloud,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
alicloud.ecs.activity_log.modify_time_service,alicloud,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
alicloud.ecs.activity_log.run_instances,alicloud,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
alicloud.ecs.activity_log.sendcommand,alicloud,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
alicloud.ecs.audit.create_image,alicloud,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
alicloud.fc.activity_log.assume_role,alicloud,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
alicloud.fc.audit.create_service,alicloud,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
alicloud.oos.audit.execute_template,alicloud,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
alicloud.oos.audit.template_execution,alicloud,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
alicloud.ram.activity_log.replay_detection,alicloud,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
alicloud.ram.activity_log.unbind_mfa,alicloud,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
alicloud.ram.audit.login_profile_modify,alicloud,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
alicloud.ram.audit.policy_alter,alicloud,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
alicloud.ram.audit.privileged_anomaly,alicloud,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
alicloud.ram.audit.user_login_profile_reactivate,alicloud,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
alicloud.sas.activity_log.backup_policy_delete,alicloud,L6_CIEM_EVENT,HIGH,ciem,0,0,,
alicloud.sas.audit.alert_configuration_delete,alicloud,L6_CIEM_EVENT,HIGH,ciem,0,0,,
alicloud.securitycenter.audit.disable,alicloud,L6_CIEM_EVENT,HIGH,ciem,0,0,,
alicloud.securitycenter.audit.disable_scan,alicloud,L6_CIEM_EVENT,HIGH,ciem,0,0,,
alicloud.voicenavigator.audit.create_instance,alicloud,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
alicloud.vpc.activity_log.security_group_update,alicloud,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
aws.chime.audit.create_meeting,aws,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
aws.cloudtrail.activity_log.critical_event_missing,aws,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
aws.cloudtrail.activity_log.periodic_review,aws,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
aws.cloudtrail.audit.console_login_root,aws,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
aws.cloudtrail.audit.log_rotation,aws,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
aws.cloudtrail.audit.log_rotation_modified,aws,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
aws.cloudtrail.audit.policy_override,aws,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
aws.cloudtrail.audit.privileged_action_anomaly,aws,L6_CIEM_EVENT,MEDIUM,ciem,0,0,,
