unique_id,control_id,source,title,final_approach,original_approach,review_validation,technical_accuracy_score,confidence_level,program_name,review_recommendation
2.4.10__ensure-incoming-client-certificates-are-enabled-and-required-(if-in-use),2.4.10,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json,Ensure incoming client certificates are enabled and required (if in use),Automated,Automated,Unknown,0,HIGH,azure_function_app_incoming_client_certificates_required,
"17.9__ensure-storage-logging-is-enabled-for-blob-service-for-'read',-'write',Ensure_Storage_logging_is_Enabled_for_Blob_Service_for_'Read'",17.9,"Being a level 2, enabling this setting can have a high impact on the cost of data storage used for logging more data per each request. Do not enable this without determining your need for this level of logging or forget to check in on data usage and projected cost.", 'Write',Automated,Automated,AGREE,8,HIGH,azure_storage_account_blob_service_logging_enabled,Modify
7.1.1.3__ensure-the-storage-account-containing-the-container-with-activity-logs-is-encrypted-with-customer-managed-key-(cmk),7.1.1.3,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json,Ensure the storage account containing the container with activity logs is encrypted with Customer Managed Key (CMK),Automated,Automated,Unknown,0,HIGH,azure_storage_account_activity_logs_cmk_encryption_verified,
9.1.3.4__ensure-that-'agentless-scanning-for-machines'-component-status-is-set-to-'on',9.1.3.4,1. https://learn.microsoft.com/en-us/azure/defender-for-cloud/concept-agentless- data-collection 2. https://learn.microsoft.com/en-us/security/benchmark/azure/mcsb-incident- response#ir-2-preparation---setup-incident-notification 3. https://learn.microsoft.com/en-us/azure/defender-for-cloud/enable-agentless- scanning-vms,Ensure that 'Agentless scanning for machines' component status is set to 'On',Automated,Automated,AGREE,8,HIGH,azure_defender_cloud_agentless_scanning_enabled,"Modify
- While the overall approach is sound, it would benefit from additional details on error handling, logging, and ensuring the latest API version is used. These modifications will enhance the rob"
2.2.11__ensure-incoming-client-certificates-are-enabled-and-required-(if-in-use),2.2.11,,Ensure incoming client certificates are enabled and required (if in use),Automated,Automated,AGREE,8,MEDIUM,azure_app_service_client_certificates_enabled_required,"- **Modify:** Update the assessment to remove or clarify the `clientCertMode` property. Ensure that the automation script checks only valid and supported properties, such as `clientCertEnabled`.
- Con"
2.1.4__ensure-'basic-authentication-publishing-credentials'-are-'disabled',2.1.4,,Ensure 'Basic Authentication Publishing Credentials' are 'Disabled',Automated (Verify),Automated,PARTIALLY_AGREE,7,MEDIUM,azure_app_service_basic_auth_disabled,Modify
2.3.10__ensure-incoming-client-certificates-are-enabled-and-required-(if-in-use),2.3.10,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json,Ensure incoming client certificates are enabled and required (if in use),Automated,Automated,AGREE,9,HIGH,azure_function_app_incoming_client_certificates_enabled,- **Modify:** Slightly refine the program name for clarity and ensure comprehensive error handling and documentation within the automation script. This will enhance maintainability and understanding f
6.2.13__ensure-users'-.netrc-files-are-not-group-or-world-accessible,6.2.13,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json,Ensure users' .netrc Files are not group or world accessible,Manual,Manual,Unknown,0,MEDIUM,,
4.1.1__ensure-that-the-cluster-admin-role-is-only-used-where-required,4.1.1,CIS_AZURE_KUBERNETES_SERVICE_(AKS)_BENCHMARK_V1.5.0_PDF_updated_20250825_190857.json,Ensure that the cluster-admin role is only used where required,Automated (Verify),Automated,PARTIALLY_AGREE,7,MEDIUM,azure_aks_rbac_cluster_admin_role_verified,- **Modify:** Enhance the automation approach by integrating Azure CLI and Azure Policy to provide a more comprehensive and Azure-native solution. This would involve using Azure CLI to manage access a
10.1.1__ensure-soft-delete-for-azure-file-shares-is-enabled,10.1.1,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json,Ensure soft delete for Azure File Shares is Enabled,Automated,Automated,AGREE,9,HIGH,azure_storage_account_file_shares_soft_delete_enabled,"Keep as-is
- The assessment is well-structured and technically sound. The approach is correctly classified as Automated, and the necessary Azure CLI commands are accurately identified. The minor impro"
10.3.7__ensure-the-'minimum-tls-version'-for-storage-accounts-is-set-to-'version-1.2',10.3.7,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json,Ensure the 'Minimum TLS version' for storage accounts is set to 'Version 1.2',Automated,Automated,AGREE,9,HIGH,azure_storage_account_minimum_tls_version_configured,"- **Modify:** Slightly adjust the program name for clarity to `azure_storage_account_tls_version_check`.
   - Consider adding error handling and logging mechanisms to the automation script.
   - Sugge"
5.1.3__ensure-permissions-on-_etc_cron.hourly-are-configured,5.1.3,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json,Ensure permissions on /etc/cron.hourly are configured,Manual (Under Review),Manual,DISAGREE,7,MEDIUM,,Modify
6.11__ensure-that-'notify-all-admins-when-other-admins-reset-their-password?'-is-set-to-'yes',6.11,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json,Ensure that 'Notify all admins when other admins reset their password?' is set to 'Yes',Manual (Under Review),Manual,DISAGREE,6,MEDIUM,,Modify
2.3.2__ensure-'python-version'-is-currently-supported-(if-in-use),2.3.2,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json,Ensure 'Python version' is currently supported (if in use),Automated,Automated,AGREE,8,HIGH,azure_functionapp_python_version_supported_checked,"- Modify: Update the program name to better align with the suggested naming convention. Include error handling and clarify the determination of supported Python versions.
- The overall approach is sou"
11.3__ensure-that-soft-delete-for-blobs-on-azure-blob-storage-storage-accounts-is-enabled,11.3,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json,Ensure that soft delete for blobs on Azure Blob Storage storage accounts is Enabled,Automated,Automated,AGREE,8,HIGH,azure_storage_blob_soft_delete_enabled,Modify
2.3.6__ensure-tftp-client-is-not-installed,2.3.6,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json,Ensure TFTP client is not installed,Manual (Verify),Manual,PARTIALLY_AGREE,6,MEDIUM,,Modify
"6.19__ensure-that-'users-can-create-security-groups-in-azure-portals,-api-or-powershell'-is-set-to-'no'",6.19,1. https://learn.microsoft.com/en-us/entra/identity/users/groups-self-service- management#making-a-group-available-for-end-user-self-service 2. https://learn.microsoft.com/en-us/security/benchmark/azure/mcsb-governance- strategy#gs-6-define-and-implement-identity-and-privileged-access-strategy 3. https://learn.microsoft.com/en-us/security/benchmark/azure/mcsb-governance- strategy#gs-2-define-and-implement-enterprise-segmentationseparation-of- duties-strategy 4. https://learn.microsoft.com/en-us/security/benchmark/azure/mcsb-privileged- access#pa-1-separate-and-limit-highly-privilegedadministrative-users 5. https://learn.microsoft.com/en-us/security/benchmark/azure/mcsb-privileged- access#pa-3-manage-lifecycle-of-identities-and-entitlements," API or PowerShell' is set to 'No'""",Manual (Verify),Manual,PARTIALLY_AGREE,7,MEDIUM,,Modify
9.1.7.4__ensure-that-microsoft-defender-for-sql-servers-on-machines-is-set-to-'on',9.1.7.4,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json,Ensure That Microsoft Defender for SQL Servers on Machines Is Set To 'On',Automated,Automated,AGREE,9,HIGH,azure_sql_virtual_machine_defender_enabled,- Keep as-is with minor documentation enhancements to include error handling and API version checks. The current approach is sound and aligns with Azure's capabilities for automated compliance checks.
"6.21__ensure-that-'users-can-create-microsoft-365-groups-in-azure-portals,-api-or-powershell'-is-set-to-'no'",6.21,1. https://learn.microsoft.com/en-us/microsoft-365/solutions/manage-creation-of- groups?view=o365-worldwide&redirectSourcePath=%252fen- us%252farticle%252fControl-who-can-create-Office-365-Groups-4c46c8cb-17d0- 44b5-9776-005fced8e618 2. https://learn.microsoft.com/en-us/security/benchmark/azure/mcsb-governance- strategy#gs-6-define-and-implement-identity-and-privileged-access-strategy 3. https://learn.microsoft.com/en-us/security/benchmark/azure/mcsb-governance- strategy#gs-2-define-and-implement-enterprise-segmentationseparation-of- duties-strategy 4. https://learn.microsoft.com/en-us/security/benchmark/azure/mcsb-privileged- access#pa-1-separate-and-limit-highly-privilegedadministrative-users 5. https://learn.microsoft.com/en-us/security/benchmark/azure/mcsb-privileged- access#pa-3-manage-lifecycle-of-identities-and-entitlements," API or PowerShell' is set to 'No'""",Manual (Under Review),Manual,DISAGREE,7,MEDIUM,,Modify
4.2__ensure-logrotate-is-configured,4.2,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json,Ensure logrotate is configured,Manual (Verify),Manual,PARTIALLY_AGREE,7,MEDIUM,,Modify
6.20__ensure-that-'owners-can-manage-group-membership-requests-in-my-groups'-is-set-to-'no',6.20,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json,Ensure that 'Owners can manage group membership requests in My Groups' is set to 'No',Automated,Automated,Unknown,0,MEDIUM,azure_entra_id_group_membership_requests_disabled,
6.1.9__ensure-no-unowned-or-ungrouped-files-or-directories-exist,6.1.9,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json,Ensure no unowned or ungrouped files or directories exist,Manual (Under Review),Manual,DISAGREE,6,MEDIUM,,Re-classify
3.1.4__ensure-that-the-azure.json-file-ownership-is-set-to-root:root,3.1.4,CIS_AZURE_KUBERNETES_SERVICE_(AKS)_BENCHMARK_V1.5.0_PDF_updated_20250825_190857.json,Ensure that the azure.json file ownership is set to root:root,Manual (Verify),Manual,PARTIALLY_AGREE,7,MEDIUM,,Modify
17.4__ensure-that-'secure-transfer-required'-is-set-to-'enabled',17.4,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json,Ensure that 'Secure transfer required' is set to 'Enabled',Automated,Automated,AGREE,9,HIGH,azure_storage_account_https_only_enabled,Keep as-is
2.2.10__ensure-a-web-server-is-not-installed,2.2.10,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json,Ensure a web server is not installed,Manual (Under Review),Manual,DISAGREE,6,MEDIUM,,Re-classify
2.4.11__ensure-managed-identities-are-configured,2.4.11,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json,Ensure managed identities are configured,Automated,Automated,AGREE,8,HIGH,azure_app_service_managed_identities_configured,"- **Modify:** Enhance the automation script to handle pagination and rate limits, and include comprehensive error handling and logging. These improvements will ensure the script is robust and reliable"
7.1.2.1__ensure-that-activity-log-alert-exists-for-create-policy-assignment,7.1.2.1,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json,Ensure that Activity Log Alert exists for Create Policy Assignment,Automated,Automated,AGREE,9,HIGH,azure_monitor_activity_log_alert_policy_assignment_exist,"Keep as-is  
- The current assessment is accurate and appropriate for the control in question. The automated approach is justified, and the technical implementation details are sound. Minor improvemen"
2.2.3__ensure-avahi-is-not-installed,2.2.3,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json,Ensure avahi is not installed,Manual (Verify),Manual,PARTIALLY_AGREE,7,MEDIUM,,- **Modify:** Transition from a manual to a more automated approach using Azure CLI or PowerShell to execute commands remotely on AKS nodes. This will streamline the audit process and ensure consisten
2.1.12__ensure-'app-service-authentication'-is-set-to-'enabled',2.1.12,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json,Ensure 'App Service authentication' is set to 'Enabled',Automated,Automated,AGREE,8,HIGH,azure_app_service_authentication_enabled,"- **Modify:** Remove the reference to `identity.clientId` from the automation details, as it is not relevant to the control's objective of ensuring authentication is enabled. Focus solely on the `auth"
3.2__ensure-a-managed-identity-is-used-for-interactions-with-other-azure-services,3.2,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json,Ensure a Managed Identity is used for interactions with other Azure services,Automated,Automated,AGREE,8,HIGH,azure_container_instance_identity_management_verified,Modify
5.1.2__ensure-immutability-for-backup-vaults-is-enabled,5.1.2,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json,Ensure immutability for Backup vaults is Enabled,Automated,Automated,AGREE,8,HIGH,azure_dataprotection_backup_vault_immutability_enabled,- Modify: Enhance the explanation of the `Unlocked` state and its implications for immutability. Consider adding alternative methods such as PowerShell for environments where CLI might not be the pref
7.1.3.1__ensure-application-insights-are-configured,7.1.3.1,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json,Ensure Application Insights are Configured,Automated,Automated,AGREE,8,HIGH,azure_monitor_application_insights_configured,Modify
2.2.8__ensure-an-ftp-server-is-not-installed,2.2.8,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json,Ensure an ftp server is not installed,Manual (Under Review),Manual,DISAGREE,6,MEDIUM,,Modify
7.1.2.3__ensure-that-activity-log-alert-exists-for-create-or-update-network-security-group,7.1.2.3,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json,Ensure that Activity Log Alert exists for Create or Update Network Security Group,Automated,Automated,AGREE,9,HIGH,azure_monitor_activity_log_alert_exists,Modify
3.1.3__ensure-that-the-azure.json-file-has-permissions-set-to-644-or-more-restrictive,3.1.3,CIS_AZURE_KUBERNETES_SERVICE_(AKS)_BENCHMARK_V1.5.0_PDF_updated_20250825_190857.json,Ensure that the azure.json file has permissions set to 644 or more restrictive,Manual (Verify),Manual,PARTIALLY_AGREE,7,MEDIUM,,Modify
3.1.7__ensure-that-diagnostic-log-delivery-is-configured-for-azure-databricks,3.1.7,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json,Ensure that diagnostic log delivery is configured for Azure Databricks,Automated,Automated,AGREE,8,HIGH,azure_databricks_diagnostic_logging_enabled,- Modify: Improve the program name for clarity and adherence to naming conventions. Enhance the automation script to include comprehensive error handling and logging. Provide a more detailed example c
10.3.1.1__ensure-that-'enable-key-rotation-reminders'-is-enabled-for-each-storage-account,10.3.1.1,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json,Ensure that 'Enable key rotation reminders' is enabled for each Storage Account,Automated,Automated,AGREE,8,HIGH,azure_storage_account_key_rotation_reminders_enabled,Modify
7.1.5__ensure-that-sku-basic_consumption-is-not-used-on-artifacts-that-need-to-be-monitored-(particularly-for-production-workloads),7.1.5,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json,Ensure that SKU Basic/Consumption is not used on artifacts that need to be monitored (Particularly for Production Workloads),Automated,Automated,Unknown,0,HIGH,azure_resource_sku_standard_required,
2.2.10__ensure-'remote-debugging'-is-set-to-'off',2.2.10,,Ensure 'Remote debugging' is set to 'Off',Automated,Automated,Unknown,0,HIGH,azure_appservice_remote_debugging_disabled,
1.4.4__ensure-permissions-on-_etc_issue-are-configured,1.4.4,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json,Ensure permissions on /etc/issue are configured,Manual (Under Review),Manual,DISAGREE,6,MEDIUM,,"- **Re-classify:** The audit should be re-classified as ""Automated"" with a focus on leveraging Azure CLI or PowerShell for checking file permissions on AKS nodes. This will enhance efficiency, reduce "
